Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JETR
4949,7681,Lei 10.406/02 (Código Civil),arts. 887 a 926,2008-09-30 15:52:00,,,,Títulos de Crédito,X
4951,4949,Lei nº 10.406/02 (Código Civil) - ;,arts. 907 a 913,2008-09-30 15:52:00,,,,Anulação,X
14740,4949,Lei 9.492/1997,"1º, parágrafo único",2021-07-30 00:00:00,,,,Protesto de CDA,X
4957,4949,Lei nº 10.406/02 (Código Civil),- art. 889;,2008-09-30 15:52:00,,,,Requisitos,X
9575,4949,Lei Federal nº 9492/97,arts. 16 a 18,2008-09-30 15:52:00,,,,Sustação de Protesto,X
7688,7681,,,2008-09-30 15:52:00,,,,Transmissão,X
7689,7688,Lei nº 10.406/02 (Código Civil,299 a 303,2008-09-30 15:52:00,,,,Assunção de Dívida,X
4718,7688,Lei nº 10.406/02 (Código Civil),- arts. 286 a 298,2008-09-30 15:52:00,,,,Cessão de Crédito,X
9981,899,Lei nº 10.406/02 (Código Civil) -,Arts. 40 a 69.,2008-09-30 15:52:00,,,,Pessoas Jurídicas,X
4897,9981,Lei nº 10.406/02 (Código Civil) -,"artigos 44, inciso I e 53 à 61",2008-09-30 15:52:00,,,,Associação,X
4899,4897,Lei nº 10.406/02 (Código Civil) %u2013,arts. 59 e 60,2008-09-30 15:52:00,,,,Assembléia,X
4902,4897,Lei nº 10.406/02 (Código Civil) -,Artigo 67 e 68,2008-09-30 15:52:00,,,,Eleição,X
9546,4897,Lei nº 10.406/02 (Código Civil) -,"artigo 54, inciso II",2008-09-30 15:52:00,,,,Exclusão de associado,X
4904,4897,Lei nº 10.406/02 (Código Civil) -,"arts 54, inciso VI e 61.",2008-09-30 15:52:00,,,,Extinção,X
9545,4897,Lei 10406/02,"Art. 54, II",2008-09-30 15:52:00,,,,Inclusão de associado,X
4905,9981,Lei nº 10.406/02 (Código Civil) -,Artigos: 62 a 69,2008-09-30 15:52:00,,,,Fundação de Direito Privado,X
4907,4905,Lei 10406/02,Art. 67,2008-09-30 15:52:00,,,,Assembléia,X
4909,4905,Lei 10406/02,"Art. 59, pár. Único",2008-09-30 15:52:00,,,,Eleição,X
4910,4905,Lei 10406/02,Art. 69,2008-09-30 15:52:00,,,,Extinção,X
9547,4905,Lei nº 10.406/02 (Código Civil) -,"Artigo 65, in fine parágrafo único; e artigo 66",2008-09-30 15:52:00,,,,Fiscalização,X
7952,9981,Lei nº 10.406/02 (Código Civil) -,"Artigos: Art. 44, IV, § 1º e 2.031, parágrafo único.",2008-09-30 15:52:00,,,,Organizações Religiosas,X
5754,899,Lei 10.406/02 (CCB),"Título I, Capítulo I",2008-09-30 15:52:00,,,,Pessoas naturais,X
7949,5754,Lei 10406/02,"art. 20, parágrafo único",2008-09-30 15:52:00,,,,Direitos da Personalidade ,X
15306,5754,Resolução CNJ n. 270/2018,1º,2024-03-15 11:26:00,,,,Nome Social,X
10431,899,Lei nº 10.406/02 (Código Civil) -,arts. 186; e 927 à 954,2008-09-30 15:52:00,,,,Responsabilidade Civil,X
14694,10431,Lei 6.194/1974 e Contrato Susep/CEF 2/2021,,2021-05-28 00:00:00,,,,DPVAT,X
10439,10431,Lei nº 10.406/02 (Código Civil) -,arts. 927; 944 a 954,2008-09-30 15:52:00,,,,Indenização por Dano Material,X
10441,10439,Lei 10406/02,927,2008-09-30 15:52:00,,,,Acidente de Trânsito,X
14919,10439,Código Civil,927,2021-09-30 00:00:00,,,,Atraso na Entrega do Imóvel,X
14921,10439,CF e Lei Lei 9.610/1998,5º (CF),2021-09-30 00:00:00,,,,Direito Autoral,X
10443,10439,Constituição Federal de 1988 %u2013,"art. 5º, inc. V e X",2008-09-30 15:52:00,,,,Direito de Imagem,X
10442,10439,Lei 10406/02 e Lei 5250/67,art. 49,2008-09-30 15:52:00,,,,Lei de Imprensa,X
10440,10439,Lei 10406/02,arts. 186 e 951,2008-09-30 15:52:00,2023-09-27 16:54:00,,,Serviços de Saúde,X
10433,10431,CF e Lei nº 10.406/02 (Código Civil) -,"art. 5º, X da CF e Arts. 186; 927; 944 e 953 e parágrafo único, do CC",2008-09-30 15:52:00,,,,Indenização por Dano Moral,X
10435,10433,Lei 10406/02,927,2008-09-30 15:52:00,,,,Acidente de Trânsito,X
14920,10433,Código Civil,927,2021-09-30 00:00:00,,,,Atraso na Entrega do Imóvel,X
14922,10433,CF e Lei 9.610/1998,5º (CF),2021-09-30 00:00:00,,,,Direito Autoral,X
10437,10433,Lei 10406/02,20,2008-09-30 15:52:00,,,,Direito de Imagem,X
10436,10433,Lei 5250/67; Lei 10406/02,"Lei 5250, art. 5º, IV e V",2008-09-30 15:52:00,,,,Lei de Imprensa,X
10434,10433,Lei 10406/02,arts. 186 e 951,2008-09-30 15:52:00,2023-09-27 16:51:00,,,Serviços de Saúde,X
9633,,,,,,,,DIREITO DA CRIANÇA E DO ADOLESCENTE,X
9634,9633,,,2008-09-30 15:52:00,,,,Ato Infracional,X
9740,9634,,,2008-09-30 15:52:00,2010-08-17 11:56:00,,,Contra a dignidade sexual,X
9749,9740,CP,216-A,2008-09-30 15:52:00,,,,Assédio Sexual,X
9744,9740,CP,216,2008-09-30 15:52:00,,,,Atentado ao Pudor Mediante Fraude,X
9743,9740,CP,214,2008-09-30 15:52:00,2010-04-13 13:56:00,,,Atentado Violento ao Pudor,X
9751,9740,CP,229,2008-09-30 15:52:00,,,,Casa de Prostituição,X
9745,9740,CP,CP 218,2008-09-30 15:52:00,,,,Corrupção de Menores,X
9742,9740,CP,213,2008-09-30 15:52:00,2010-04-13 14:01:00,,,Estupro ,X
9750,9740,CP,228,2008-09-30 15:52:00,,,,Favorecimento da Prostituição,X
9747,9740,CP,227,2008-09-30 15:52:00,,,,Mediação para Servir a Lascívia de Outrem ,X
9748,9740,CP,215,2008-09-30 15:52:00,,,,Posse Sexual Mediante Fraude,X
9752,9740,CP,230,2008-09-30 15:52:00,,,,Rufianismo,X
9746,9740,CP,233 e 234,2008-09-30 15:52:00,,,,Ultraje Público ao Pudor (Ato/Escrito Obsceno),X
12480,,,,,,,,DIREITO DA SAÚDE,X
12521,12480,,,2019-07-04 00:00:00,,,,"Doação e transplante de órgãos, tecidos ou partes",X
15514,12480,Portaria do Ministério da Saúde 199/2014,1º a 45,2024-11-29 14:31:00,,,,Doença Rara,X
12520,12480,,,2019-07-04 00:00:00,,,,Genética / Células Tronco,X
12507,12480,,,2019-07-04 00:00:00,2019-07-04 15:54:00,,,Mental,X
12508,12507,,,2019-07-04 00:00:00,,,,Internação compulsória,X
12509,12507,,,2019-07-04 00:00:00,,,,Internação involuntária,X
12510,12507,,,2019-07-04 00:00:00,,,,Internação voluntária,X
12481,12480,,,2019-07-04 00:00:00,,,,Pública,X
12485,12481,,,2019-07-04 00:00:00,2019-07-04 15:30:00,,,Fornecimento de insumos,X
12498,12485,,,2019-07-04 00:00:00,,,,Cadeira de rodas / cadeira de banho / cama hospitalar,X
12497,12485,,,2019-07-04 00:00:00,,,,Curativos/Bandagem,X
12499,12485,,,2019-07-04 00:00:00,,,,Fraldas,X
12484,12481,,,2019-07-04 00:00:00,,,,Fornecimento de medicamentos,X
12496,12484,,,2019-07-04 00:00:00,,,,Oncológico,X
12492,12484,,,2019-07-04 00:00:00,,,,Registrado na ANVISA,X
12495,12492,,,2019-07-04 00:00:00,,,,Não padronizado,X
12494,12492,,,2019-07-04 00:00:00,,,,Padronizado,X
12493,12484,,,2019-07-04 00:00:00,,,,Sem registro na ANVISA,X
12483,12481,,,2019-07-04 00:00:00,,,,Internação/Transferência Hospitalar,X
12505,12483,,,2019-07-04 00:00:00,,,,Leito de enfermaria / leito oncológico,X
12506,12483,,,2019-07-04 00:00:00,,,,Unidade de terapia intensiva (UTI) / unidade de cuidados intensivos (UCI),X
12511,12481,,,2019-07-04 00:00:00,2019-07-04 15:59:00,,,Sistema Único de Saúde (SUS),X
12518,12511,,,2019-07-04 00:00:00,,,,Controle Social e Conselhos de Saúde,X
12512,12511,,,2019-07-04 00:00:00,,,,Convênio médico com o SUS,X
12513,12511,,,2019-07-04 00:00:00,,,,Financiamento do SUS,X
12514,12511,,,2019-07-04 00:00:00,,,,Reajuste da tabela do SUS,X
12515,12511,,,2019-07-04 00:00:00,,,,Repasse de verbas do SUS,X
12516,12511,,,2019-07-04 00:00:00,,,,Ressarcimento do SUS,X
12517,12511,,,2019-07-04 00:00:00,,,,Terceirização do SUS,X
14759,12481,Lei 8.080/1990,2º,2021-07-30 00:00:00,,,,Tratamento Domiciliar (Home Care),X
12491,12481,,,2019-07-04 00:00:00,2019-07-04 15:35:00,,,Tratamento médico-hospitalar,X
12501,12491,,,2019-07-04 00:00:00,,,,Cirurgia,X
12502,12501,,,2019-07-04 00:00:00,,,,Eletiva,X
12503,12501,,,2019-07-04 00:00:00,,,,Urgência,X
12500,12491,,,2019-07-04 00:00:00,,,,Consulta,X
12504,12491,,,2019-07-04 00:00:00,,,,Diálise/Hemodiálise,X
12519,12481,,,2019-07-04 00:00:00,,,,Vigilância Sanitária e Epidemológica,X
12482,12480,,,2019-07-04 00:00:00,,,,Suplementar,X
12486,12482,,,2019-07-04 00:00:00,,,,Planos de saúde,X
12490,12486,,,2019-07-04 00:00:00,,,,Fornecimento de insumos,X
12487,12486,,,2019-07-04 00:00:00,,,,Fornecimento de medicamentos,X
12488,12486,,,2019-07-04 00:00:00,,,,Reajuste contratual,X
12489,12486,,,2019-07-04 00:00:00,,,,Tratamento médico-hospitalar,X
14760,12482,Lei 8.080/1990,2º,2021-07-30 00:00:00,2021-07-30 17:33:00,,,Tratamento Domiciliar (Home Care),X
1156,,,,,,,,DIREITO DO CONSUMIDOR,X
11974,1156,,,2014-02-17 00:00:00,,,,Cláusulas Abusivas,X
7771,1156,,,2008-09-30 15:52:00,,,,Contratos de Consumo,X
7752,7771,Lei n. 8.078/90 (C.D.C.),52 e 53,2008-09-30 15:52:00,,,,Bancários,X
14757,7752,Decreto 22.626/33; MP 2.170/01; Lei n. 8.078/90 (C.D.C.),1º e ss; 5º,2021-07-30 00:00:00,,,,Crédito Direto ao Consumidor - CDC,X
14758,7752,Decreto 22.626/33; MP 2.170/01; Lei n. 8.078/90 (C.D.C.),1º e ss; 5º,2021-07-30 00:00:00,,,,Crédito Rotativo,X
11806,7752,,,2011-10-05 00:00:00,,,,Empréstimo consignado,X
10945,7752,Lei n. 8.078/90 (C.D.C.),52 e 53,2008-09-30 15:52:00,,,,Expurgos Inflacionários / Planos Econômicos,X
14926,7752,CDC,,2021-09-30 00:00:00,,,,"Revisão de Juros Remuneratórios, Capitalização/Anatocismo",X
11807,7752,,,2011-10-05 00:00:00,,,,Tarifas,X
7772,7771,Lei n. 8.078/90 (C.D.C.),52,2008-09-30 15:52:00,,,,Cartão de Crédito,X
7619,7771,Lei n. 8.078/90 (C.D.C.),"53,§2º",2008-09-30 15:52:00,,,,Consórcio,X
7620,7771,Lei n. 9.870/99,arts. 1º a 9º,2008-09-30 15:52:00,,,,Estabelecimentos de Ensino,X
7773,7771,Lei n. 8.078/90 (C.D.C.),52,2008-09-30 15:52:00,,,,Financiamento de Produto,X
7761,7771,Lei n. 8.078/90 (C.D.C.),52,2008-09-30 15:52:00,,,,Fornecimento de Água,X
7760,7771,Lei n. 8.078/90 (C.D.C.),22,2008-09-30 15:52:00,,,,Fornecimento de Energia Elétrica,X
6233,7771,Lei n. 9.656/99 e Lei n. 8.078/90 (C.D.C.),"Artigo 54, do C.D.C.",2008-09-30 15:52:00,2019-07-04 16:37:00,,,Planos de Saúde,X
12222,6233,Lei n. 9.656/99 e Lei n. 8.078/90 (C.D.C.),"Art. 54, do CDC",2018-06-25 00:00:00,2019-07-04 16:37:00,,,Fornecimento de medicamentos,X
12225,6233,Lei 9.656/1999 c/c CDC,"54, do CDC",2018-06-25 00:00:00,2019-07-04 16:37:00,,,Reajuste contratual,X
12223,6233,Lei 9656/1999 c/c CDC,54. dp CDC,2018-06-25 00:00:00,2019-07-04 16:37:00,,,Tratamento médico-hospitalar,X
12224,6233,Lei 9.656/1999 c/c CDC,"54, do CDC",2018-06-25 00:00:00,2019-07-04 16:37:00,,,Unidade de terapia intensiva (UTI) ou Unidade de cuidados intensivos (UCI),X
7621,7771,Código Civil e Lei n. 8.078/90 (C.D.C.),"Artigo 54, do C.D.C., e 757 e 802, do C.C.",2008-09-30 15:52:00,,,,Seguro,X
7775,7771,Lei n. 8.078/90 (C.D.C.),14 e 20,2008-09-30 15:52:00,,,,Serviços Hospitalares,X
7774,7771,Lei n. 8.078/90 (C.D.C.),"14, §4º",2008-09-30 15:52:00,,,,Serviços Profissionais,X
7617,7771,,,2008-09-30 15:52:00,,,,Telefonia,X
7626,7617,Lei n. 9.472/97 e Lei n. 8.078/90 (C.D.C.),"6º, III, e 22, C.D.C.",2008-09-30 15:52:00,,,,Assinatura Básica Mensal,X
10598,7617,Lei n. 8.078/90 (C.D.C.),"6º, III, e 22",2008-09-30 15:52:00,,,,Cobrança indevida de ligações ,X
7627,7617,Lei n. 8.078/90 (C.D.C.),"6º, III, e 22",2008-09-30 15:52:00,,,,Pulsos Excedentes,X
4862,7771,,,2008-09-30 15:52:00,,,,Transporte Aéreo,X
7748,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Acidente Aéreo,X
4829,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Atraso de vôo,X
4830,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Cancelamento de vôo,X
4832,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Extravio de bagagem,X
4831,4862,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Overbooking,X
7776,7771,Lei n. 8.078/90 (C.D.C.),14,2008-09-30 15:52:00,,,,Transporte Terrestre,X
7618,7771,Lei n. 8.078/90 (C.D.C.),"18, 19 e 20",2008-09-30 15:52:00,,,,Turismo,X
12930,1156,,,2020-10-15 00:00:00,,,,Cursos Extracurriculares,X
12931,12930,CDC; CC,389 cc e seguintes,2020-10-15 00:00:00,,,,Cobrança,X
11864,1156,,,2011-10-05 00:00:00,,,,Irregularidade no atendimento,X
6220,1156,,,2008-09-30 15:52:00,,,,Responsabilidade do Fornecedor,X
7769,6220,Lei n. 8.078/90 (C.D.C.),"18, §1º, I, 19, I, e 20, I",2008-09-30 15:52:00,,,,Abatimento proporcional do preço ,X
7780,6220,Lei n. 8.078/90 (C.D.C.),"12, 14, 18, §1º, II, 19, IV, e 20, II",2008-09-30 15:52:00,,,,Indenização por Dano Material,X
7779,6220,,,2008-09-30 15:52:00,,,,Indenização por Dano Moral,X
12042,7779,,,2014-07-23 00:00:00,,,,Análise de Crédito,X
6226,7779,Lei 8.078/1990 (C.D.C.),"6º, VI, e 43",2008-09-30 15:52:00,,,,Inclusão Indevida em Cadastro de Inadimplentes,X
7781,7779,Lei n. 8.078/90 (C.D.C.),"6º, VI",2008-09-30 15:52:00,,,,Protesto Indevido de Título,X
7770,6220,Lei n. 8.078/90 (C.D.C.),"6º, V, e 47",2008-09-30 15:52:00,,,,Interpretação / Revisão de Contrato,X
14925,6220,CDC,"42, parágrafo único",2021-09-30 00:00:00,,,,Repetição do Indébito,X
7768,6220,Lei n. 8.078/90 (C.D.C.),"art. 18, § 1º, II, 19, IV, e 20, II",2008-09-30 15:52:00,,,,Rescisão do contrato e devolução do dinheiro,X
7767,6220,Lei n. 8.078/90 (C.D.C.),"18, § 1º, I, e 19, III",2008-09-30 15:52:00,,,,Substituição do Produto,X
15048,1156,CDC,"4º, IX e X, 5º, VI e VII, 6º, XI a XIII, 51, XVII e XVII, 54-A a 54-G e 104-A a 104-C",2022-03-23 00:00:00,,,,Superendividamento,X
864,,,,,,,,DIREITO DO TRABALHO,X
2567,864,,,2008-09-30 15:52:00,2020-11-18 13:41:00,,,Responsabilidade Civil do Empregador,X
8808,2567,,,2008-09-30 15:52:00,2020-11-18 13:41:00,,,Indenização por Dano Material,X
8809,8808,CF; Lei 10406/02,"CF, Art. 7º, XXVIII; Lei 10406/02, arts. 186, 932; Lei 8213/91, art. 19.",2008-09-30 15:52:00,2020-11-18 13:41:00,,,Acidente de Trabalho,X
1855,2567,,,2008-09-30 15:52:00,2020-11-18 13:42:00,,,Indenizaçao por Dano Moral,X
2569,1855,CF; Lei 10406/02,"CF, Art. 7º, XXVIII; Lei 10406/02, arts. 186, 932; Lei 8213/91, art. 19.",2008-09-30 15:52:00,2020-11-18 13:42:00,,,Acidente de Trabalho,X
11428,,,,,,,,DIREITO ELEITORAL,X
11583,11428,,,2010-04-20 00:00:00,,,,Eleições,X
15236,11583,Constituição Federal,14,2023-06-16 18:16:00,,,,Assédio Eleitoral,X
6191,,,,,,,,DIREITO INTERNACIONAL,X
15104,6191,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Resolução 364); 1º (Recomendação 123)",2022-06-10 00:00:00,,,,Corte Interamericana de Direitos Humanos,X
15106,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Medidas Provisórias da Corte Interamericana de Direitos Humanos,X
15123,15106,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso do Complexo Penitenciário do Curado, Pernambuco",X
15105,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Sentenças da Corte Interamericana de Direitos Humanos,X
15119,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Airton Honorato vs. Brasil,X
15116,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso dos(as) Empregados(as) da Fábrica de Fogos de Santo Antônio de Jesus e seus Familiares vs. Brasil,X
15109,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Escher e Outros vs. Brasil,X
15113,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364), 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Favela Nova Brasília vs. Brasil,X
15110,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Garibaldi vs. Brasil,X
15111,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso Gomes Lund e Outros (""Guerrilha do Araguaia) vs. Brasil",X
15115,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Herzog e Outros vs. Brasil,X
15108,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1] (Rec. 123)",2022-06-10 00:00:00,,,,Caso Nogueira de Carvalho e Outro vs. Brasil,X
15121,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Sales Pimenta vs. Brasil,X
15120,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Tavares Pereira e Outros vs. Brasil,X
15112,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Trabalhadores da Fazenda Brasil Verde vs. Brasil,X
15107,15105,Resolução CNJ n. 364; Recomendação CNJ n.123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Ximenes Lopes vs. Brasil,X
287,,,,,,,,DIREITO PENAL,X
3692,287,DL 3688/41,arts. 18 a 70,2008-09-30 15:52:00,,,,Contravenções Penais,X
12772,3692,DL 3688/41,20,2020-07-15 00:00:00,,,,"Anúncio de Processo, Substância ou Objeto Destinado a Provocar Aborto ",X
12774,3692,DL 3688/41,23,2020-07-15 00:00:00,,,,Custódia de Doente Mental Sem Autorização do Responsável,X
14236,3692,DL 3688/1941,47,2021-01-28 00:00:00,,,,Exercício Ilegal de Profissão ou Atividade,X
12343,3692,DL 3688/41,18,2018-06-27 00:00:00,,,,"Fabrico, comércio ou detenção de arma branca ou munição",X
12773,3692,DL 3688/41,22,2020-07-15 00:00:00,,,,Internação Não Autorizada em Estabelecimento Psiquiátrico,X
12350,3692,DL 3688/1941,50,2018-06-27 00:00:00,,,,Jogo de azar,X
12352,3692,DL 3688/1941,58,2018-06-27 00:00:00,,,,Jogo do bicho,X
12351,3692,DL 3688/1941,51,2018-06-27 00:00:00,,,,Loteria não autorizada,X
12346,3692,DL 3688/41,31,2018-06-27 00:00:00,,,,Omissão de cautela na guarda ou condução de animal,X
12355,3692,DL 3688/1941,66,2018-06-27 00:00:00,,,,Omissão de comunicação de crime,X
12354,3692,DL 3688/1941,65,2018-06-27 00:00:00,,,,Perturbação da tranquilidade,X
12347,3692,DL 3688/1941,42,2018-06-27 00:00:00,,,,Perturbação do trabalho ou do sossego alheios,X
12344,3692,DL 3688/1941,19,2018-06-27 00:00:00,,,,Porte de arma (branca),X
12340,3692,DL 3688/41,40,2018-06-27 00:00:00,,,,Provocação de tumulto ou conduta inconveniente,X
12356,3692,DL 3688/1941,68,2018-06-27 00:00:00,,,,Recusa de dados sobre a própria identificação ou qualificação,X
12353,3692,DL 3688/1941,63,2018-06-27 00:00:00,,,,Servir bebidas alcóolicas a vulneráveis,X
12348,3692,DL 3688/1941,45,2018-06-27 00:00:00,,,,Simulação de Qualidade de Funcionário,X
12349,3692,Dl 3688/1941,47,2018-06-27 00:00:00,,,,Uso ilegítimo de uniforme ou distintivo,X
12345,3692,DL 3688/1941,21,2018-06-27 00:00:00,,,,Vias de fato,X
10950,287,"Código Penal, Estatuto da Criança e do Adolescente e Lei 13.431/2017","61, II, h (CP); 2º (ECA); 1° a 29 (Lei 13.431/2017)",2008-09-30 15:52:00,,,,Crime / Contravenção contra Criança / Adolescente,X
10951,287,CP; Lei 10.741/03,"CP, art. 61, II, h; Lei 10.741, art. 1º",2008-09-30 15:52:00,2009-05-28 17:06:00,,,Crime / Contravenção contra Idoso,X
5865,287,CP,"art. 18, II",2008-09-30 15:52:00,,,,Crime Culposo,X
5555,287,CP,"14, II",2008-09-30 15:52:00,,,,Crime Tentado,X
11414,287,,,2010-02-10 00:00:00,,,,Crime/contravenção decorrente de conflito fundiário coletivo,X
12342,287,CP e Lei 8.072/1990,"121, § 2º, VII; 129, § 12 (CP) e Art. 1º, I e II (Lei 8.072/1990)",2018-06-27 00:00:00,,,,"Crimes cometidos contra autoridade ou agente descrito nos arts. 142 e 143 da Constituição Federal, integrantes do sistema prisional e da Força Nacional de Segurança Pública",X
5874,287,,,2008-09-30 15:52:00,,,,Crimes Contra a Administração da Justiça,X
3578,5874,CP,341,2008-09-30 15:52:00,,,,Auto-acusação falsa,X
3577,5874,CP,340,2008-09-30 15:52:00,,,,Comunicação falsa de crime ou de contravenção ,X
11797,5874,CP,349-A,2011-08-03 00:00:00,,,,Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional,X
3587,5874,CP,352,2008-09-30 15:52:00,,,,Evasão mediante violência contra a pessoa ,X
3581,5874,CP,345 e 346,2008-09-30 15:52:00,,,,Exercício arbitrário das próprias razões ,X
3585,5874,CP,350,2008-09-30 15:52:00,,,,Exercício arbitrário ou abuso de poder ,X
3583,5874,CP,348,2008-09-30 15:52:00,,,,Favorecimento pessoal ,X
3584,5874,CP,349,2008-09-30 15:52:00,,,,Favorecimento real ,X
3582,5874,CP,347,2008-09-30 15:52:00,,,,Fraude processual,X
3586,5874,CP,351,2008-09-30 15:52:00,,,,Fuga de pessoa presa ou submetida a medida de segurança ,X
3589,5874,CP,354,2008-09-30 15:52:00,,,,Motim de presos ,X
3590,5874,CP,"355, caput",2008-09-30 15:52:00,,,,Patrocínio infiel ,X
3594,5874,CP,358,2008-09-30 15:52:00,,,,Violência ou fraude em arrematação judicial,X
3463,287,,,2008-09-30 15:52:00,2010-03-05 10:38:00,,,Crimes contra a Dignidade Sexual,X
5851,3463,CP,216-A,2008-09-30 15:52:00,,,,Assédio Sexual,X
3467,3463,CP,Art. 216,2008-09-30 15:52:00,,,,Atentado ao Pudor Mediante Fraude,X
3466,3463,CP,214,2008-09-30 15:52:00,,,,Atentado Violento ao Pudor ,X
14705,3463,CP,233,2021-05-28 00:00:00,,,,Ato Obsceno,X
5853,3463,CP,229,2008-09-30 15:52:00,,,,Casa de Prostituição,X
3468,3463,CP,Art. 218,2008-09-30 15:52:00,,,,Corrupção de Menores,X
14706,3463,CP,234,2021-05-28 00:00:00,,,,Escrito ou Objeto Obsceno,X
3465,3463,CP,213,2008-09-30 15:52:00,,,,Estupro ,X
5852,3463,CP,228,2008-09-30 15:52:00,,,,Favorecimento da Prostituição,X
3471,3463,CP,227,2008-09-30 15:52:00,,,,Mediação para Servir a Lascívia de Outrem ,X
5850,3463,CP,215,2008-09-30 15:52:00,,,,Posse Sexual Mediante Fraude,X
14703,3463,CP,216-B,2021-05-28 00:00:00,,,,Registro Não Autorizado da Intimidade Sexual,X
5854,3463,CP,230,2008-09-30 15:52:00,,,,Rufianismo,X
3469,3463,CP,233 e 234,2008-09-30 15:52:00,2021-05-28 16:25:00,,,Ultraje Público ao Pudor (Ato/Escrito Obsceno),X
3472,287,,,2008-09-30 15:52:00,,,,Crimes contra a Família,X
3488,3472,,,2008-09-30 15:52:00,,,,Crime contra o Pátrio-Poder e Tutela,X
3489,3488,CP,248,2008-09-30 15:52:00,,,,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes",X
3490,3488,CP,249,2008-09-30 15:52:00,,,,Subtração de Incapazes ,X
3473,3472,,,2008-09-30 15:52:00,,,,Crimes Contra a Assistência Familiar,X
3475,3473,CP,246 e 247,2008-09-30 15:52:00,,,,Abandono Intelectual,X
3477,3472,,,2008-09-30 15:52:00,,,,Crimes contra o Casamento,X
3480,3477,CP,237,2008-09-30 15:52:00,,,,Conhecimento Prévio de Impedimento ,X
3481,3477,CP,236,2008-09-30 15:52:00,,,,Induzimento a erro essencial e ocultação de impedimento,X
3523,287,CP,287,2008-09-30 15:52:00,,,,Crimes contra a Fé Pública,X
3546,3523,CP,311,2008-09-30 15:52:00,,,,Adulteração de Sinal Identificador de Veículo Automotor,X
3535,3523,CP,"301, caput",2008-09-30 15:52:00,,,,Certidão ou atestado ideologicamente falso ,X
3528,3523,CP,292,2008-09-30 15:52:00,,,,Emissão de título ao portador sem permissão legal ,X
3542,3523,CP,307 e 308,2008-09-30 15:52:00,,,,Falsa identidade ,X
3537,3523,CP,302,2008-09-30 15:52:00,,,,Falsidade de atestado médico ,X
3533,3523,CP,299,2008-09-30 15:52:00,,,,Falsidade ideológica ,X
3536,3523,CP,"art. 301, § 1º",2008-09-30 15:52:00,,,,Falsidade material de atestado ou certidão ,X
3532,3523,CP,298,2008-09-30 15:52:00,2009-05-28 17:07:00,,,Falsificação de documento particular ,X
3531,3523,CP,297,2008-09-30 15:52:00,,,,Falsificação de documento público,X
