Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JMU1G
3449,3445,CP,200,2008-09-30 15:52:52,,,,"Paralisação de trabalho, seguida de violência ou perturbação da ordem",X
3520,287,,,2008-09-30 15:52:52,,,,Crimes contra a Paz Pública,X
5870,3520,CP,287,2008-09-30 15:52:52,,,,Apologia de Crime ou Criminoso,X
14685,3520,CP,288,2021-05-28 00:00:00,,,,Associação Criminosa,X
14689,3520,CP,288-A,2021-05-28 00:00:00,,,,Constituição de Milícia Privada,X
5869,3520,CP,286,2008-09-30 15:52:52,,,,Incitação ao Crime,X
3521,3520,CP,288,2008-09-30 15:52:52,,,,Quadrilha ou Bando,X
3442,287,,,2008-09-30 15:52:52,,,,Crimes contra a Propriedade Intelectual,X
3443,3442,CP e Lei 9.609/98,art. 184 e art 12,2008-09-30 15:52:52,,,,Violação de direito autoral,X
3369,287,,,2008-09-30 15:52:52,,,,Crimes contra a vida,X
10915,3369,,,2008-09-30 15:52:52,,,,Aborto,X
10917,10915,CP,124,2008-09-30 15:52:52,,,,Aborto provocado pela gestante ou com o seu consentimento,X
10918,10915,CP,125 e 126,2008-09-30 15:52:52,,,,Aborto provocado por terceiro,X
10919,10915,CP,127,2008-09-30 15:52:52,,,,Aborto qualificado,X
12091,3369,Código Penal (Decreto-Lei 2.848/1940),"Art. 121, § 2º, VI e §2º-A",2016-08-09 00:00:00,,,,Feminicídio,X
12130,3369,Código Penal,"121, § 6º",2016-09-05 00:00:00,2016-09-05 14:28:48,,,Homicídio Agravado pela Prática de Extermínio de Seres Humanos,X
3371,3369,CP,"121, § 1º",2008-09-30 15:52:52,,,,Homicídio Privilegiado,X
3372,3369,CP,"121, § 2º",2008-09-30 15:52:52,,,,Homicídio Qualificado,X
3370,3369,CP,"121, caput",2008-09-30 15:52:52,,,,Homicídio Simples,X
3373,3369,CP,122,2008-09-30 15:52:52,,,,"Induzimento, Instigação ou Auxílio a Suicídio",X
3375,3369,CP,123,2008-09-30 15:52:52,,,,Infanticídio,X
5875,287,CP,359-A a 359-H,2008-09-30 15:52:52,,,,Crimes Contra as Finanças Públicas,X
5905,5875,CP,359-C,2008-09-30 15:52:52,2009-06-05 08:56:14,,,Assunção de Obrigação no Último Ano do Mandato ou Legislatura,X
5909,5875,CP,359-G,2008-09-30 15:52:52,,,,Aumento de Despesa com Pessoal no Último Ano do Mandato ou Legislatura,X
5903,5875,CP,359-A,2008-09-30 15:52:52,,,,Contratação de Operação de Crédito,X
10991,5875,DL 201/1967,1°,2009-05-28 00:00:00,,,,Corrupção Praticada por Prefeitos e Vereadores,X
5904,5875,CP,359-B,2008-09-30 15:52:52,,,,Inscrição de Despesas Não Empenhadas,X
10988,5875,,,2009-05-28 00:00:00,2009-05-28 14:43:35,,,Má gestão,X
10990,5875,DL 201/1967,1°,2009-05-28 00:00:00,,,,Má-gestão praticada por Prefeitos e Vereadores,X
5908,5875,CP,359-F,2008-09-30 15:52:52,,,,Não Cancelamento de Restos a Pagar,X
5910,5875,CP,359-H,2008-09-30 15:52:52,,,,Oferta Pública ou Colocação de Títulos no Mercado,X
5906,5875,CP,359-D,2008-09-30 15:52:52,,,,Ordenação de Despesa Não Autorizada,X
5907,5875,CP,359-E,2008-09-30 15:52:52,,,,Prestação de Garantia Graciosa,X
3415,287,,,2008-09-30 15:52:52,,,,Crimes contra o Patrimônio,X
5842,3415,CP,173,2008-09-30 15:52:52,,,,Abuso de Incapazes,X
5836,3415,CP,"171, § 2º, II",2008-09-30 15:52:52,,,,Alienação ou Oneração Fraudulenta de Coisa Própria,X
3423,3415,CP,"161, caput",2008-09-30 15:52:52,,,,Alteração de limites ,X
3429,3415,CP,166,2008-09-30 15:52:52,,,,Alteração de local especialmente protegido,X
5573,3415,CP,"169, Parágrafo Único, II.",2008-09-30 15:52:52,,,,Apropriação de Coisa Achada,X
3437,3415,CP,169,2008-09-30 15:52:52,,,,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",X
5572,3415,I,169,2008-09-30 15:52:52,,,,Apropriação de Tesouro,X
3436,3415,CP,"168, caput",2008-09-30 15:52:52,,,,Apropriação indébita,X
3430,3415,CP e Lei 8.212/91,art. 168-A,2008-09-30 15:52:52,,,,Apropriação indébita Previdenciária ,X
3426,3415,CP,163,2008-09-30 15:52:52,,,,Dano,X
3428,3415,CP,165,2008-09-30 15:52:52,,,,"Dano em coisa de valor artístico, arqueológico ou histórico",X
5571,3415,CP,"163, parágrafo único",2008-09-30 15:52:52,,,,Dano Qualificado,X
14698,3415,CP,"163, parágrafo único, III",2021-05-28 00:00:00,,,,Dano Qualificado contra a Administração Pública,X
5837,3415,CP,"171, § 2º, III",2008-09-30 15:52:52,,,,Defraudação de Penhor,X
5835,3415,CP,"171, § 2º, I",2008-09-30 15:52:52,,,,Disposição de coisa alheia como própria,X
5841,3415,CP,172,2008-09-30 15:52:52,,,,Duplicata Simulada,X
5846,3415,CP,178,2008-09-30 15:52:52,,,,"Emissão Irregular de Conhecimento de Depósito ou ""Warrant""",X
3425,3415,CP e Lei n. 5.741/71,"161, II e art. 9º",2008-09-30 15:52:52,,,,Esbulho possessório,X
3431,3415,CP,171,2008-09-30 15:52:52,,,,Estelionato,X
3432,3415,CP,"171, 3º",2008-09-30 15:52:52,,,,Estelionato Majorado ,X
3420,3415,CP,158,2008-09-30 15:52:52,,,,Extorsão ,X
3422,3415,CP,160,2008-09-30 15:52:52,,,,Extorsão indireta,X
5569,3415,CP,"159, § 2º",2008-09-30 15:52:52,,,,Extorsão mediante Sequestro Seguida de Lesão Corporal Grave,X
3421,3415,CP,159,2008-09-30 15:52:52,,,,Extorsão mediante seqüestro ,X
5568,3415,CP,"159, § 3º",2008-09-30 15:52:52,,,,Extorsão mediante Seqüestro Seguida de Morte,X
3434,3415,CP,179,2008-09-30 15:52:52,,,,Fraude à execução ,X
5838,3415,CP,"171, § 2º, IV",2008-09-30 15:52:52,,,,Fraude na Entrega de Coisa,X
5844,3415,CP,175,2008-09-30 15:52:52,,,,Fraude no Comércio,X
5840,3415,CP,"171, § 2º, VI",2008-09-30 15:52:52,,,,Fraude no Pagamento por Meio de Cheque,X
5839,3415,CP,"171, § 2º, V",2008-09-30 15:52:52,,,,Fraude para Recebimento de Indenização ou Valor de Seguro,X
5845,3415,CP,177,2008-09-30 15:52:52,,,,Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações,X
3416,3415,CP,155,2008-09-30 15:52:52,,,,Furto ,X
3418,3415,CP,156,2008-09-30 15:52:52,,,,Furto de coisa comum ,X
5565,3415,CP,"155, § 5º",2008-09-30 15:52:52,,,,Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior,X
5564,3415,CP,"155, § 2º",2008-09-30 15:52:52,,,,Furto Privilegiado,X
3417,3415,CP,"155, § 4o.",2008-09-30 15:52:52,,,,Furto Qualificado ,X
5843,3415,CP,174,2008-09-30 15:52:52,,,,Induzimento à Especulação,X
3427,3415,CP,164,2008-09-30 15:52:52,,,,Introdução ou abandono de animais em propriedade alheia,X
5567,3415,CP,"157, § 3º, 2ª parte",2008-09-30 15:52:52,,,,Latrocínio,X
3433,3415,CP,176,2008-09-30 15:52:52,,,,Outras fraudes,X
3435,3415,CP,"180, caput",2008-09-30 15:52:52,,,,Receptação,X
11959,3415,CP,"Art. 180, §3º",2013-09-18 00:00:00,,,,Receptação culposa,X
5847,3415,CP,"180, § 2º",2008-09-30 15:52:52,,,,Receptação Qualificada,X
3419,3415,CP,"157, caput",2008-09-30 15:52:52,,,,Roubo ,X
5566,3415,CP,"157, § 2º",2008-09-30 15:52:52,,,,Roubo Majorado,X
5570,3415,CP,162,2008-09-30 15:52:52,,,,Supressão ou Alteração de Marca em Animais,X
3424,3415,CP,"161, I",2008-09-30 15:52:52,,,,Usurpação de águas ,X
3457,287,,,2008-09-30 15:52:52,,,,Crimes contra o sentimento religioso e contra o respeito aos mortos,X
3458,3457,CP,211,2008-09-30 15:52:52,,,,Destruição / Subração / Ocultação de Cadáver,X
3459,3457,CP,209,2008-09-30 15:52:52,,,,Impedimento ou Perturbação de Cerimônia Funerária,X
3462,3457,CP,208,2008-09-30 15:52:52,,,,Ultraje / Impedimento ou Perturbação de Culto Religioso,X
3460,3457,CP,212,2008-09-30 15:52:52,,,,Vilipêndio a Cadáver,X
3461,3457,CP,210,2008-09-30 15:52:52,,,,Violação a Sepultura ,X
15373,287,Código Penal,337-E a 337-O,2024-07-30 17:45:23,,,,Crimes em Licitações e Contratos Administrativos,X
