Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JT2G
13825,13815,,,2020-11-17 00:00:00,,,,Parceria,X
13826,13815,,,2020-11-17 00:00:00,,,,Representante Comercial Autônomo,X
13827,13815,,,2020-11-17 00:00:00,,,,Trabalhador Autônomo Não Especificado,X
13828,13815,,,2020-11-17 00:00:00,,,,Trabalhador Avulso,X
13829,13815,,,2020-11-17 00:00:00,,,,Trabalhador Eventual,X
13830,13815,,,2020-11-17 00:00:00,,,,Trabalhador Voluntário,X
13949,12936,,,2020-11-18 00:00:00,,,,Rescisão do Contrato de Trabalho,X
13950,13949,,,2020-11-18 00:00:00,,,,Acordo Entre as Partes,X
13971,13950,,,2020-11-18 00:00:00,,,,FGTS - Levantamento Parcial e Multa de 20%,X
13972,13950,,,2020-11-18 00:00:00,,,,Seguro Desemprego - Impossibilidade de Acesso,X
13973,13950,,,2020-11-18 00:00:00,,,,Verbas Rescisórias,X
13952,13949,,,2020-11-18 00:00:00,,,,Aposentadoria,X
13951,13949,,,2020-11-18 00:00:00,,,,Comunicação de Dispensa aos Órgãos Competentes - Ausência,X
13953,13949,,,2020-11-18 00:00:00,,,,Culpa Recíproca,X
13954,13949,,,2020-11-18 00:00:00,,,,Despedida/Dispensa Imotivada,X
13974,13954,,,2020-11-18 00:00:00,,,,Nulidade,X
13975,13954,,,2020-11-18 00:00:00,,,,Obstativa,X
13955,13949,,,2020-11-18 00:00:00,,,,Dispensas Plúrimas,X
13956,13949,,,2020-11-18 00:00:00,,,,Extinção do Estabelecimento/Empresa,X
13957,13949,,,2020-11-18 00:00:00,,,,Extinção Normal do Contrato a Termo,X
13958,13949,,,2020-11-18 00:00:00,,,,Força Maior/Factum Principis,X
13959,13949,,,2020-11-18 00:00:00,,,,Fraude,X
13961,13949,,,2020-11-18 00:00:00,,,,Indenização por Rescisão Antecipada do Contrato a Termo,X
13960,13949,,,2020-11-18 00:00:00,,,,indenização por Tempo de Serviço,X
13962,13949,,,2020-11-18 00:00:00,,,,Justa Causa/Falta Grave,X
13963,13949,,,2020-11-18 00:00:00,,,,Morte,X
13965,13949,,,2020-11-18 00:00:00,,,,Pedido de Demissão,X
13964,13949,,,2020-11-18 00:00:00,,,,Plano de demissão Voluntária/Incentivada,X
13966,13949,,,2020-11-18 00:00:00,,,,Quitação,X
13976,13966,,,2020-11-18 00:00:00,,,,Acordo - Comissão de Conciliação Prévia,X
13977,13966,,,2020-11-18 00:00:00,,,,Termo de Quitação Anual,X
13978,13966,,,2020-11-18 00:00:00,,,,Termo de Rescisão Contratual,X
13967,13949,,,2020-11-18 00:00:00,,,,Reintegração/Readmissão ou Indenização Substitutiva,X
13979,13967,,,2020-11-18 00:00:00,,,,Anistia,X
13980,13967,,,2020-11-18 00:00:00,,,,Contrato Suspenso,X
13981,13967,,,2020-11-18 00:00:00,,,,Dirigente Sindical,X
13990,13967,,,2020-11-18 00:00:00,,,,Dispensa Discriminatória,X
13982,13967,,,2020-11-18 00:00:00,,,,Empregado Público,X
13983,13967,,,2020-11-18 00:00:00,,,,Estabilidade Acidentária,X
13984,13967,,,2020-11-18 00:00:00,,,,Estabilidade Decorrente de Norma Coletiva,X
13985,13967,,,2020-11-18 00:00:00,,,,Estabilidade do Dirigente de Cooperativa,X
13986,13967,,,2020-11-18 00:00:00,,,,Estabilidade do Integrante de CCP,X
13987,13967,,,2020-11-18 00:00:00,,,,Estabilidade do Representante da Empresa,X
13988,13967,,,2020-11-18 00:00:00,,,,Gestante,X
13989,13967,,,2020-11-18 00:00:00,,,,Membro de Cipa,X
13991,13967,,,2020-11-18 00:00:00,,,,Outras Hipóteses de Estabilidade,X
13968,13949,,,2020-11-18 00:00:00,,,,Rescisão Indireta,X
13969,13949,,,2020-11-18 00:00:00,,,,Seguro Desemprego,X
13992,13969,,,2020-11-18 00:00:00,2020-11-18 13:10:04,,,Indenização,X
13993,13969,,,2020-11-18 00:00:00,,,,Liberação/Entrega das Guias,X
13970,13949,,,2020-11-18 00:00:00,,,,Verbas Rescisórias,X
13994,13970,,,2020-11-18 00:00:00,,,,Aviso Prévio,X
14002,13994,,,2020-11-18 00:00:00,,,,Contrato de Experiência,X
14003,13994,,,2020-11-18 00:00:00,,,,Culpa Recíproca,X
14004,13994,,,2020-11-18 00:00:00,,,,Indenizado - Efeitos,X
14005,13994,,,2020-11-18 00:00:00,,,,Proporcional,X
13995,13970,,,2020-11-18 00:00:00,,,,Décimo Terceiro Salário Proporcional,X
13996,13970,,,2020-11-18 00:00:00,,,,Férias Proporcionais,X
13997,13970,,,2020-11-18 00:00:00,,,,indenização Adicional,X
13998,13970,,,2020-11-18 00:00:00,,,,Multa de 40% do FGTS,X
14006,13998,,,2020-11-18 00:00:00,,,,Expurgos Inflacionários,X
14000,13970,,,2020-11-18 00:00:00,,,,Multa do Artigo 477 da CLT,X
13999,13970,,,2020-11-18 00:00:00,,,,Multa do Artigo 467 da CLT ,X
14001,13970,,,2020-11-18 00:00:00,,,,Saldo de Salário,X
14007,12936,,,2020-11-18 00:00:00,,,,Responsabilidade Civil do Empregador,X
14008,14007,,,2020-11-18 00:00:00,,,,Indenização por Dano Estético,X
14009,14007,,,2020-11-18 00:00:00,,,,Indenização por Dano Material,X
14012,14009,,,2020-11-18 00:00:00,,,,Acidente de Trabalho,X
14013,14009,,,2020-11-18 00:00:00,,,,Constituição de Capital,X
14014,14009,,,2020-11-18 00:00:00,,,,Doença Ocupacional,X
14015,14009,,,2020-11-18 00:00:00,,,,Pensão Vitalícia,X
14010,14007,,,2020-11-18 00:00:00,,,,Indenização por Dano Moral,X
14016,14010,,,2020-11-18 00:00:00,,,,Acidente de Trabalho,X
14017,14010,,,2020-11-18 00:00:00,,,,Anotação/Retenção da CTPS,X
14018,14010,,,2020-11-18 00:00:00,,,,Assédio Moral,X
14019,14010,,,2020-11-18 00:00:00,,,,Assédio Sexual,X
14020,14010,,,2020-11-18 00:00:00,,,,Atos Discriminatórios,X
14021,14010,,,2020-11-18 00:00:00,,,,Condições Degradantes,X
14022,14010,,,2020-11-18 00:00:00,,,,Controle de Correspondência Eletrônica,X
14023,14010,,,2020-11-18 00:00:00,,,,Desconfiguração de Justa Causa,X
14024,14010,,,2020-11-18 00:00:00,,,,Doença Ocupacional,X
14025,14010,,,2020-11-18 00:00:00,,,,Fixação do Quantum,X
14026,14010,,,2020-11-18 00:00:00,,,,Limitação de Uso do Banheiro,X
14027,14010,,,2020-11-18 00:00:00,,,,Lista Suja,X
14028,14010,,,2020-11-18 00:00:00,,,,Quebra de sigilo Bancário,X
14029,14010,,,2020-11-18 00:00:00,,,,Revistas Íntimas/Pertences,X
14030,14010,,,2020-11-18 00:00:00,,,,Valor Arbitrado,X
14011,14007,,,2020-11-18 00:00:00,,,,Indenização por Dano Moral Coletivo,X
14031,12936,,,2020-11-18 00:00:00,,,,Responsabilidade Civil em Outras Relações de Trabalho,X
14032,14031,,,2020-11-18 00:00:00,,,,Indenização por Dano Material,X
14033,14031,,,2020-11-18 00:00:00,,,,Indenização por Dano Moral,X
14034,12936,,,2020-11-18 00:00:00,,,,Responsabilidade Solidária/Subsidiária,X
14035,14034,,,2020-11-18 00:00:00,,,,Concessão de Serviço Público,X
14036,14034,,,2020-11-18 00:00:00,,,,Grupo Econômico,X
14037,14034,,,2020-11-18 00:00:00,,,,Sócio/Acionista,X
14120,14034,,,2020-12-04 00:00:00,,,,Subempreitada,X
14039,14034,,,2020-11-18 00:00:00,,,,Sucessão de Empregadores,X
14041,14039,,,2020-11-18 00:00:00,,,,Bancos,X
14040,14034,,,2020-11-18 00:00:00,,,,Terceirização/Tomador de Serviços,X
14042,14040,,,2020-11-18 00:00:00,,,,Empreitada/Dono da Obra,X
14043,14040,,,2020-11-18 00:00:00,,,,Ente Público,X
14044,14040,,,2020-11-18 00:00:00,2020-11-18 14:06:34,,,Isonomia Salarial,X
14045,14040,,,2020-11-18 00:00:00,,,,Licitude/Ilicitude,X
13041,12936,,,2020-11-04 00:00:00,,,,Trabalho com Proteção Especial ,X
13199,13041,,,2020-11-04 00:00:00,,,,Indígena ,X
13226,13041,,,2020-11-04 00:00:00,,,,Menor ,X
13134,13041,,,2020-11-04 00:00:00,2022-11-29 15:40:23,,,Pessoa com Deficiência ,X
13831,12936,,,2020-11-17 00:00:00,,,,"Verbas Remuneratórias, Indenizatórias e Benefícios",X
13832,13831,,,2020-11-17 00:00:00,,,,Abono,X
13865,13832,,,2020-11-17 00:00:00,,,,Assiduidade,X
13866,13832,,,2020-11-17 00:00:00,,,,Dedicação Integral,X
13867,13832,,,2020-11-17 00:00:00,,,,Emergência,X
13868,13832,,,2020-11-17 00:00:00,,,,Faltas,X
13869,13832,,,2020-11-17 00:00:00,,,,Outros Abonos,X
13870,13832,,,2020-11-17 00:00:00,,,,Permanência,X
13833,13831,,,2020-11-17 00:00:00,,,,Adicional,X
13871,13833,,,2020-11-18 00:00:00,,,,Adicional de Antiguidade,X
13872,13833,,,2020-11-18 00:00:00,,,,Adicional de Caráter Pessoal,X
13873,13833,,,2020-11-18 00:00:00,,,,Adicional de Confinamento,X
13874,13833,,,2020-11-18 00:00:00,,,,Adicional de Dedicação Integral,X
13875,13833,,,2020-11-18 00:00:00,,,,Adicional de Insalubridade,X
13882,13875,,,2020-11-18 00:00:00,,,,Base de Cálculo,X
14118,13875,,,2020-12-04 00:00:00,,,,Equipamento de Proteção Individual - EPI,X
13883,13875,,,2020-11-18 00:00:00,2020-11-18 11:53:45,,,Lixo Urbano,X
13884,13875,,,2020-11-18 00:00:00,,,,Óleos Minerais,X
13885,13875,,,2020-11-18 00:00:00,,,,Outros Agentes Insalubres,X
13886,13875,,,2020-11-18 00:00:00,,,,Raios Solares,X
13876,13833,,,2020-11-18 00:00:00,,,,Adicional de Penosidade,X
13877,13833,,,2020-11-18 00:00:00,,,,Adicional de Periculosidade,X
13887,13877,,,2020-11-18 00:00:00,,,,Armazenamento de Líquido Inflamável,X
13888,13877,,,2020-11-18 00:00:00,,,,Base de Cálculo,X
13889,13877,,,2020-11-18 00:00:00,,,,Cumulação com Adicional de Insalubridade,X
13890,13877,,,2020-11-18 00:00:00,,,,Eletricitário,X
13891,13877,,,2020-11-18 00:00:00,,,,Hora Extra - Integração,X
13892,13877,,,2020-11-18 00:00:00,,,,Percentual Inferior ao Legal - Norma Coletiva,X
13893,13877,,,2020-11-18 00:00:00,,,,Radiação Ionizante ou Substância Radioativa,X
13894,13877,,,2020-11-18 00:00:00,,,,Tempo de Exposição,X
13878,13833,,,2020-11-18 00:00:00,,,,Adicional de Produtividade,X
13879,13833,,,2020-11-18 00:00:00,,,,Adicional de Risco,X
13880,13833,,,2020-11-18 00:00:00,,,,Adicional de Transferência,X
13881,13833,,,2020-11-18 00:00:00,,,,Outros Adicionais,X
13835,13831,,,2020-11-17 00:00:00,,,,Ajuda Combustível,X
13834,13831,,,2020-11-17 00:00:00,,,,Ajuda de Custo,X
13836,13831,,,2020-11-17 00:00:00,,,,Ajuda Quilometragem,X
13837,13831,,,2020-11-17 00:00:00,,,,Auxílio Creche,X
13863,13831,,,2020-11-17 00:00:00,,,,Auxílio/Tíquete Alimentação,X
13838,13831,,,2020-11-17 00:00:00,,,,Cesta Básica,X
13839,13831,,,2020-11-17 00:00:00,,,,Comissões e Percentuais,X
13840,13831,,,2020-11-17 00:00:00,,,,Complementação de Benefício Previdenciário,X
13841,13831,,,2020-11-17 00:00:00,,,,Complemento Temporário Variável de Ajuste ao Piso de Mercado,X
13842,13831,,,2020-11-17 00:00:00,2020-11-17 18:56:59,,,Contribuição de Previdência Privada - Resgate,X
13843,13831,,,2020-11-17 00:00:00,,,,Décimo Terceiro Salário,X
13844,13831,,,2020-11-17 00:00:00,,,,Descontos Salariais - Devolução,X
13895,13844,,,2020-11-18 00:00:00,,,,Desconto Assistencial,X
13896,13844,,,2020-11-18 00:00:00,,,,Desconto por Dano - Norma Coletiva,X
13897,13844,,,2020-11-18 00:00:00,,,,Desconto Sindical,X
13898,13844,,,2020-11-18 00:00:00,,,,Frentista - Devolução de Cheque,X
13899,13844,,,2020-11-18 00:00:00,,,,Outros Descontos Salariais,X
13900,13844,,,2020-11-18 00:00:00,,,,Previ e Cassi/BB,X
13901,13844,,,2020-11-18 00:00:00,,,,Seguro de Vida,X
13845,13831,,,2020-11-17 00:00:00,,,,Diárias,X
13902,13845,,,2020-11-18 00:00:00,,,,Integração ao Salário,X
13846,13831,,,2020-11-17 00:00:00,,,,Gorjeta,X
13903,13846,,,2020-11-18 00:00:00,,,,Natureza Jurídica da Parcela - Repercussão,X
13847,13831,,,2020-11-17 00:00:00,,,,Gratificação,X
13904,13847,,,2020-11-18 00:00:00,,,,Gratificação Ajustada,X
13905,13847,,,2020-11-18 00:00:00,,,,Gratificação Anual,X
13906,13847,,,2020-11-18 00:00:00,,,,Gratificação de Aposentadoria,X
13907,13847,,,2020-11-18 00:00:00,,,,Gratificação de Caixa,X
13908,13847,,,2020-11-18 00:00:00,,,,Gratificação de Farmácia,X
13909,13847,,,2020-11-18 00:00:00,,,,Gratificação de Férias,X
13910,13847,,,2020-11-18 00:00:00,,,,Gratificação de Função,X
13911,13847,,,2020-11-18 00:00:00,,,,Gratificação por Tempo de Serviço,X
13912,13847,,,2020-11-18 00:00:00,,,,Gratificação Semestral,X
13913,13847,,,2020-11-18 00:00:00,,,,Incorporação,X
13914,13847,,,2020-11-18 00:00:00,,,,Outras Gratificações,X
13848,13831,,,2020-11-17 00:00:00,,,,Gueltas,X
13849,13831,,,2020-11-17 00:00:00,,,,Licenças e Folgas - Conversão em Pecúnia,X
13850,13831,,,2020-11-17 00:00:00,,,,Multa Prevista em Norma Coletiva,X
13851,13831,,,2020-11-17 00:00:00,,,,Participação nos Lucros e Resultados - PLR,X
13852,13831,,,2020-11-17 00:00:00,,,,PIS - Indenização,X
13853,13831,,,2020-11-17 00:00:00,,,,Plano de Saúde,X
13854,13831,,,2020-11-17 00:00:00,,,,Prêmio,X
13915,13854,,,2020-11-18 00:00:00,,,,Produção,X
13855,13831,,,2020-11-17 00:00:00,,,,Quebra de Caixa,X
14119,13831,,,2020-12-04 00:00:00,2020-12-04 18:37:37,,,Quebra de Caixa,X
13856,13831,,,2020-11-17 00:00:00,,,,Restituição/Indenização de Despesas,X
13916,13856,,,2020-11-18 00:00:00,,,,Despesa com Chapa,X
13917,13856,,,2020-11-18 00:00:00,,,,Despesa com Deslocamento,X
13918,13856,,,2020-11-18 00:00:00,,,,Ferramentas Próprias,X
13919,13856,,,2020-11-18 00:00:00,,,,Uniforme,X
13857,13831,,,2020-11-17 00:00:00,,,,Retribuição por Invenção e Patente,X
13858,13831,,,2020-11-17 00:00:00,,,,Salário/Diferença Salarial,X
13920,13858,,,2020-11-18 00:00:00,,,,Aumento Compensatório Especial,X
13921,13858,,,2020-11-18 00:00:00,,,,Diferença de Caixa,X
13922,13858,,,2020-11-18 00:00:00,,,,Diferenças por Desvio de Função,X
13923,13858,,,2020-11-18 00:00:00,,,,Função de Confiança - Incorporação,X
13924,13858,,,2020-11-18 00:00:00,,,,Integração em Verbas Rescisórias,X
13925,13858,,,2020-11-18 00:00:00,,,,Licença Prêmio,X
13926,13858,,,2020-11-18 00:00:00,,,,Mínimo,X
13927,13858,,,2020-11-18 00:00:00,,,,Período de Afastamento - Reintegração,X
13928,13858,,,2020-11-18 00:00:00,,,,Piso Salarial da Categoria/Salário Mínimo Profissional,X
13929,13858,,,2020-11-18 00:00:00,,,,Plano de Cargos e Salários,X
13930,13858,,,2020-11-18 00:00:00,,,,Promoção,X
13931,13858,,,2020-11-18 00:00:00,,,,Reajuste Salarial,X
13932,13858,,,2020-11-18 00:00:00,,,,Salário Base - Obediência ao Salário Mínimo,X
13933,13858,,,2020-11-18 00:00:00,,,,Salário Complessivo,X
13934,13858,,,2020-11-18 00:00:00,,,,Salário Família,X
13935,13858,,,2020-11-18 00:00:00,,,,Salário in Natura,X
13936,13858,,,2020-11-18 00:00:00,,,,Salário Maternidade,X
13937,13858,,,2020-11-18 00:00:00,,,,Salário Paternidade,X
13938,13858,,,2020-11-18 00:00:00,,,,Salário por Acúmulo de Cargo/Função,X
13939,13858,,,2020-11-18 00:00:00,,,,Salário por Equiparação/Isonomia,X
13947,13939,,,2020-11-18 00:00:00,,,,Multa pela Ilicitude da Discriminação Salarial,X
13946,13939,,,2020-11-18 00:00:00,,,,Quadro de Carreira,X
13940,13858,,,2020-11-18 00:00:00,,,,Salário por Fora - Integração,X
13941,13858,,,2020-11-18 00:00:00,,,,Salário por Safra,X
13942,13858,,,2020-11-18 00:00:00,,,,Salário Substituição,X
13943,13858,,,2020-11-18 00:00:00,,,,Salário Suplementar,X
13944,13858,,,2020-11-18 00:00:00,2020-11-18 12:20:57,,,Salário Vencido/Retido,X
13945,13858,,,2020-11-18 00:00:00,,,,Teto Salarial - Limitação,X
13859,13831,,,2020-11-17 00:00:00,,,,Seguro de Vida,X
13860,13831,,,2020-11-17 00:00:00,,,,Sexta Parte,X
13861,13831,,,2020-11-17 00:00:00,,,,Supressão/Redução de Horas Extras Habituais - Indenização,X
13862,13831,,,2020-11-17 00:00:00,,,,Tarefa,X
13864,13831,,,2020-11-17 00:00:00,,,,Vale Transporte,X
1697,864,,,2008-09-30 15:52:52,2020-11-17 15:42:03,,,Direito Sindical e Questões Análogas,X
1691,1697,,,2008-09-30 15:52:52,2020-11-17 15:41:15,,,Contribuição Confederativa,X
1703,1697,,,2008-09-30 15:52:52,2020-11-17 15:41:19,,,Eleição,X
1705,1697,,,2008-09-30 15:52:52,2020-11-17 15:41:25,,,Registro de Entidade Sindical,X
1690,1697,,,2008-09-30 15:52:52,2020-11-17 15:41:30,,,Contribuição Assistencial,X
1773,1697,,,2008-09-30 15:52:52,2020-11-17 15:41:37,,,Contribuição Sindical,X
10564,1697,,,2008-09-30 15:52:52,2020-11-17 15:41:42,,,Contribuição Sindical Rural,X
4452,1697,,,2008-09-30 15:52:52,2020-11-17 15:41:47,,,Representação Sindical,X
2662,864,,,2008-09-30 15:52:52,2020-11-17 18:39:41,,,Férias,X
2663,2662,CLT,143,2008-09-30 15:52:52,2020-11-17 18:39:45,,,Abono Pecuniário,X
2019,2662,CLT,137,2008-09-30 15:52:52,2020-11-17 18:39:59,,,Fruição / Gozo ,X
2021,2662,,,2008-09-30 15:52:52,2020-11-17 18:40:08,,,Indenização / Terço Constitucional,X
7628,864,,,2008-09-30 15:52:52,2020-11-17 18:48:39,,,Outras Relações de Trabalho,X
2557,7628,,,2008-09-30 15:52:52,2020-11-17 18:48:43,,,Aprendizagem,X
2558,7628,,,2008-09-30 15:52:52,2020-11-17 18:48:47,,,Cooperado,X
7629,7628,,,2008-09-30 15:52:52,2020-11-17 18:49:02,,,Empreitada,X
2559,7628,,,2008-09-30 15:52:52,2020-11-17 18:49:10,,,Estágio,X
7631,7628,,,2008-09-30 15:52:52,2020-11-17 18:49:15,,,Honorários Profissionais,X
7630,7628,,,2008-09-30 15:52:52,2020-11-17 18:49:32,,,Representante Comercial Autônomo,X
7633,7628,,,2008-09-30 15:52:52,2020-11-17 18:49:43,,,Trabalhador Avulso,X
7632,7628,,,2008-09-30 15:52:52,2020-11-17 18:49:46,,,Trabalhador Eventual,X
10568,864,,,2008-09-30 15:52:52,2020-11-18 14:24:47,,,Prescrição,X
10571,10568,,,2008-09-30 15:52:52,2020-11-18 14:24:55,,,Acidente de Trabalho,X
10570,10568,,,2008-09-30 15:52:52,2020-11-18 14:25:36,,,FGTS,X
10569,10568,,,2008-09-30 15:52:52,2020-11-18 14:26:33,,,Rural,X
12942,864,,,2020-11-04 00:00:00,,,,Prescrição e Decadência no Direito do Trabalho ,X
12969,12942,,,2020-11-04 00:00:00,,,,Decadência ,X
14046,12942,,,2020-11-18 00:00:00,,,,Prescrição,X
14047,14046,,,2020-11-18 00:00:00,,,,Ação Meramente Declaratória,X
14048,14046,,,2020-11-18 00:00:00,,,,Acidente de trabalho,X
14049,14046,,,2020-11-18 00:00:00,,,,Alteração Contratual,X
14051,14046,,,2020-11-18 00:00:00,,,,Comissões - Alteração ou Supressão,X
14050,14046,,,2020-11-18 00:00:00,,,,Complementação de Aposentadoria/Pensão,X
14052,14046,,,2020-11-18 00:00:00,,,,Contagem do Prazo,X
14053,14046,,,2020-11-18 00:00:00,,,,Contribuições Previdenciárias,X
14054,14046,,,2020-11-18 00:00:00,,,,Desvio de Função e Reenquadramento,X
14055,14046,,,2020-11-18 00:00:00,,,,Expurgos Inflacionários,X
14056,14046,,,2020-11-18 00:00:00,2020-11-18 14:15:50,,,FGTS,X
14057,14046,,,2020-11-18 00:00:00,,,,Intercorrente,X
14058,14046,,,2020-11-18 00:00:00,,,,Interrupção,X
14060,14058,,,2020-11-18 00:00:00,,,,Ação Ajuizada pelo Sindicato como Substituto Processual,X
14061,14058,,,2020-11-18 00:00:00,,,,Ação Trabalhista Arquivada,X
14062,14058,,,2020-11-18 00:00:00,,,,Ato Inequívoco que Importe no Reconhecimento do Direito,X
14063,14058,,,2020-11-18 00:00:00,,,,Ato Judicial que Constitua em Mora o Devedor,X
14064,14058,,,2020-11-18 00:00:00,,,,Protesto Judicial,X
14059,14046,,,2020-11-18 00:00:00,,,,Regime Jurídico - Mudança,X
12945,864,,,2020-11-04 00:00:00,2023-03-31 17:08:29,,,"Questões de Alta Complexidade, Grande Impacto e Repercussão ",X
12953,12945,,,2020-11-04 00:00:00,2023-03-31 17:07:34,,,Auditores Fiscais em Unaí ,X
12956,12945,,,2020-11-04 00:00:00,2023-03-31 17:07:38,,,Barragem em Brumadinho e Mariana ,X
12997,12945,,,2020-11-04 00:00:00,2023-03-31 17:07:42,,,Incêndio Boate Kiss ,X
14653,864,,,2021-03-30 00:00:00,2021-05-28 13:13:31,,,Redução à Condição Análoga à de Escravo,X
2620,864,,,2008-09-30 15:52:52,2020-11-18 13:17:33,,,Rescisão do Contrato de Trabalho,X
1849,2620,,,2008-09-30 15:52:52,2020-11-18 13:18:21,,,Culpa Recíproca,X
1904,2620,,,2008-09-30 15:52:52,2020-11-18 13:18:25,,,Despedida / Dispensa Imotivada,X
8824,2620,,,2008-09-30 15:52:52,2020-11-18 13:19:09,,,Indenização do artigo 478 da CLT,X
1907,2620,CLT,482,2008-09-30 15:52:52,2020-11-18 13:19:21,,,Justa Causa / Falta Grave,X
2243,2620,,,2008-09-30 15:52:52,2020-11-18 13:19:38,,,Plano de Demissão Voluntária,X
2656,2620,,,2008-09-30 15:52:52,2020-11-18 13:20:10,,,Reintegração / Readmissão ou Indenização Substitutiva,X
1965,2656,,,2008-09-30 15:52:52,2020-11-18 13:20:17,,,Empregado Público,X
1978,2656,,,2008-09-30 15:52:52,2020-11-18 13:20:21,,,Gestante,X
1981,2656,,,2008-09-30 15:52:52,2020-11-18 13:20:25,,,Membro da Cipa,X
1966,2656,,,2008-09-30 15:52:52,2020-11-18 13:20:32,,,Portador de HIV,X
2657,2656,,,2008-09-30 15:52:52,2020-11-18 13:20:44,,,Anistia,X
1976,2656,,,2008-09-30 15:52:52,2020-11-18 13:20:48,,,Contrato Suspenso,X
1929,2656,,,2008-09-30 15:52:52,2020-11-18 13:20:51,,,Dirigente Sindical,X
2661,2656,Lei 8.213/91,118,2008-09-30 15:52:52,2020-11-18 13:20:56,,,Estabilidade Acidentária,X
1977,2656,,,2008-09-30 15:52:52,2020-11-18 13:21:01,,,Estabilidade decorrente de Norma Coletiva,X
2435,2620,,,2008-09-30 15:52:52,2020-11-18 13:21:26,,,Rescisão Indireta,X
2478,2620,,,2008-09-30 15:52:52,2020-11-18 13:21:35,,,Seguro Desemprego,X
2479,2478,,,2008-09-30 15:52:52,2020-11-18 13:21:39,,,Indenização,X
2480,2478,,,2008-09-30 15:52:52,2020-11-18 13:21:42,,,Liberação das Guias,X
2546,2620,,,2008-09-30 15:52:52,2020-11-18 13:21:51,,,Verbas Rescisórias,X
2641,2546,,,2008-09-30 15:52:52,2020-11-18 13:21:56,,,AVISO PRÉVIO,X
8820,2546,,,2008-09-30 15:52:52,2020-11-18 13:22:24,,,Décimo Terceiro Salário Proporcional,X
8821,2546,,,2008-09-30 15:52:52,2020-11-18 13:22:28,,,Férias Proporcionais ,X
8822,2546,,,2008-09-30 15:52:52,2020-11-18 13:22:33,,,Indenização Adicional,X
1998,2546,,,2008-09-30 15:52:52,2020-11-18 13:22:45,,,Multa de 40% do FGTS,X
2210,2546,,,2008-09-30 15:52:52,2020-11-18 13:22:52,,,Multa do Artigo 467 da CLT,X
2212,2546,,,2008-09-30 15:52:52,2020-11-18 13:22:55,,,Multa do Artigo 477 da CLT,X
8823,2546,,,2008-09-30 15:52:52,2020-11-18 13:23:04,,,Saldo de Salário,X
2567,864,,,2008-09-30 15:52:52,2020-11-18 13:41:16,,,Responsabilidade Civil do Empregador,X
8808,2567,,,2008-09-30 15:52:52,2020-11-18 13:41:27,,,Indenização por Dano Material,X
8809,8808,CF; Lei 10406/02,"CF, Art. 7º, XXVIII; Lei 10406/02, arts. 186, 932; Lei 8213/91, art. 19.",2008-09-30 15:52:52,2020-11-18 13:41:31,,,Acidente de Trabalho,X
1855,2567,,,2008-09-30 15:52:52,2020-11-18 13:42:00,,,Indenizaçao por Dano Moral,X
2569,1855,CF; Lei 10406/02,"CF, Art. 7º, XXVIII; Lei 10406/02, arts. 186, 932; Lei 8213/91, art. 19.",2008-09-30 15:52:52,2020-11-18 13:42:03,,,Acidente de Trabalho,X
1723,1855,,,2008-09-30 15:52:52,2020-11-18 13:42:12,,,Assédio Moral,X
1724,1855,,,2008-09-30 15:52:52,2020-11-18 13:42:17,,,Assédio Sexual,X
9051,1855,,,2008-09-30 15:52:52,2020-11-18 13:42:37,,,Desconfiguração de Justa Causa,X
1937,864,,,2008-09-30 15:52:52,2020-11-18 14:07:05,,,Responsabilidade Solidária / Subsidiária,X
5356,1937,CLT,"Art. 2º, § 2º",2008-09-30 15:52:52,2020-11-18 14:07:12,,,Grupo Econômico,X
8807,1937,,,2008-09-30 15:52:52,2020-11-18 14:07:17,,,Sócio / Acionista,X
8806,1937,CLT,455,2008-09-30 15:52:52,2020-11-18 14:07:24,,,Subempreitada,X
8805,1937,CLT,artigo 10 e 448,2008-09-30 15:52:52,2020-11-18 14:07:27,,,Sucessão de Empregadores,X
2704,1937,Súmula 331 do TST,,2008-09-30 15:52:52,2020-11-18 14:07:41,,,Terceirização / Tomador de Serviços,X
2135,864,,,2008-09-30 15:52:52,2020-11-17 18:35:23,,,Sentença Normativa,X
7649,2135,,,2008-09-30 15:52:52,2020-11-17 18:35:27,,,Aplicabilidade,X
4437,2135,,,2008-09-30 15:52:52,2020-11-17 18:35:34,,,Revisão,X
2581,864,,,2008-09-30 15:52:52,2020-11-18 12:29:53,,,"Verbas Remuneratórias, Indenizatórias e Benefícios",X
2583,2581,,,2008-09-30 15:52:52,2020-11-18 12:30:03,,,Abono,X
2594,2581,,,2008-09-30 15:52:52,2020-11-18 12:30:42,,,Adicional ,X
2604,2594,,,2008-09-30 15:52:52,2020-11-18 12:31:19,,,Adicional de Transferência,X
1681,2594,,,2008-09-30 15:52:52,2020-11-18 12:32:47,,,Periculosidade,X
2606,2581,,,2008-09-30 15:52:52,2020-11-18 12:33:59,,,Ajuda de Custo,X
2506,2581,,,2008-09-30 15:52:52,2020-11-18 12:34:08,,,Auxílio / Tíquete Alimentação,X
1767,2581,,,2008-09-30 15:52:52,2020-11-18 12:34:15,,,Cesta Básica,X
1783,2581,,,2008-09-30 15:52:52,2020-11-18 12:34:24,,,Comissões e Percentuais,X
