Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JFTNU
14727,10718,Lei 11.090/2005,32,2021-07-30 00:00:00,,,,Gratificação Específica de Publicação e Divulgação da Imprensa Nacional %u2013 GEPDIN,X
14722,10718,DL 2.211/84; Lei n. 7.923/89,1º ao 3º,2021-07-30 00:00:00,,,,Gratificação pelo Desempenho de Atividades de Apoio - GATA,X
14723,10718,DL 2.194/84; MP 2.229/01,1º ao 5º,2021-07-30 00:00:00,,,,Gratificação pelo Desempenho de Atividades Rodoviárias - GDAR,X
14747,10718,"Decreto-Lei n. 1.714/79; Lei 7.548/86, Revogada pela Lei 9.266/96",1º ao 3º,2021-07-30 00:00:00,,,,Gratificação por Operações Especiais - GOE,X
10323,10288,Lei 8112/90,art. 197,2008-09-30 15:52:00,,,,Inclusão de Dependente,X
10311,10288,CF,"art. 37, XV",2008-09-30 15:52:00,,,,Irredutibilidade de Vencimentos,X
10221,10288,CF,"Art. 37, XIII",2008-09-30 15:52:00,,,,Isonomia/Equivalência Salarial,X
14744,10221,CF; EC 41/2003; EC 47/2005,"Art. 40, § 8º; Art. 7º; Arts. 2º e 3º",2021-07-30 00:00:00,,,,Paridade Salarial,X
10312,10288,Lei 11.494/07; Lei 11.738/08,"Lei 11.494/07, art. 41; Lei 11.738/08, arts. 1º a 6º",2008-09-30 15:52:00,,,,Piso Salarial,X
10299,10288,Lei 5645/1970,arts. 1º a 15,2008-09-30 15:52:00,,,,Plano de Classificação de Cargos,X
14241,10288,Lei 8.112/1990,"46, caput",2021-01-29 00:00:00,,,,Restituição ao Erário,X
10307,10288,CF,"art. 37, X",2008-09-30 15:52:00,,,,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)",X
14742,10307,Lei 10.697/2003; CF,"1º (Lei 10.697/2003); 37, X (CF)",2021-07-30 00:00:00,,,,"Índice de 13,23%",X
14741,10307,Lei 10.698/2003; CF,"1º (Lei 10.698/2003); 37, X (CF)",2021-07-30 00:00:00,,,,"Índice de 14,23%",X
10249,10288,L 8.112/1990,"185 I c, 197 a 201",2008-09-30 15:52:00,,,,Salário-Família,X
10497,10288,CF,"art. 37, XI",2008-09-30 15:52:00,,,,Subsídios,X
10297,10288,L 8.112/1990,42,2008-09-30 15:52:00,,,,Teto Salarial,X
14707,10288,CPC; Lei 8.112/90,"297, parágrafo único, 520, I e II, e 302 (CPC); 46, §1º (Lei 8.112/90)",2021-07-29 00:00:00,,,,Valores Antecipados na Tutela Posteriormente Revogada/Cassada,X
10276,10219,,,2008-09-30 15:52:00,,,,Tempo de Serviço,X
10277,10276,Lei 8213/91,Arts. 55 e 57,2008-09-30 15:52:00,,,,Averbação / Contagem de Tempo Especial,X
10278,10276,CF,"Art. 201, § 9º",2008-09-30 15:52:00,,,,Averbação / Contagem Recíproca,X
10417,9985,,,2008-09-30 15:52:00,,,,Sistema Nacional de Trânsito,X
10418,10417,Lei 9503/97,"Art. 19, VII",2008-09-30 15:52:00,,,,CNH - Carteira Nacional de Habilitação,X
10419,10417,Lei 9503/97,Art. 262,2008-09-30 15:52:00,,,,Liberação de Veículo Apreendido,X
10110,,,,,,,,DIREITO AMBIENTAL,X
9994,10110,CF; Lei 6938/81; CPC,"CF, art. 37, § 6º; Lei 6938/81, art. 14, § 1º; CPC, art. 927",2008-09-30 15:52:00,2023-11-30 15:15:00,,,Dano Ambiental,X
10116,10110,Lei 7802/89,art. 1º e segs.,2008-09-30 15:52:00,,,,Agrotóxicos,X
10438,10110,Lei 10406/02,art. 927,2008-09-30 15:52:00,2023-11-30 15:27:00,,,Dano Ambiental,X
15301,10110,Lei nº 6.938/1981,"14, § 1º",2023-11-30 15:11:00,,,,Dano Moral Coletivo Decorrente de Dano Ambiental,X
10114,10110,Lei 5197/67,art. 1º e segs.,2008-09-30 15:52:00,,,,Fauna,X
10113,10110,,,2008-09-30 15:52:00,,,,Flora,X
10119,10110,L 11.284/2006,,2008-09-30 15:52:00,,,,Gestão de Florestas Públicas,X
15008,10110,CF; Lei 12.187/2009; Resolução CNJ 433/2021; Convenção-Quadro das Nações Unidas sobre Mudança do Clima,1º e ss (Convenção),2021-12-03 00:00:00,,,,Mudanças Climáticas,X
15300,10110,Lei nº 14.119/2021,"2º, IV",2023-11-30 15:04:00,,,,Pagamento por Serviços Ambientais,X
10112,10110,Lei 9605/98,72,2008-09-30 15:52:00,,,,Revogação/Anulação de multa ambiental,X
10111,10110,Lei 6938/81,art. 9º e segs.,2008-09-30 15:52:00,,,,Revogação/Concessão de Licença Ambiental,X
10115,10110,Lei 11105/2005.,art. 1º e segs.,2008-09-30 15:52:00,,,,Transgênicos,X
10118,10110,L 9.985/2000,art. 1º e segs.,2008-09-30 15:52:00,,,,Unidade de Conservação da Natureza,X
12734,,,,,,,,DIREITO ASSISTENCIAL,X
15221,12734,Lei 14.284/2021,4º,2023-06-13 17:13:00,,,,Auxílio Brasil (Lei 14.284/2021),X
12754,12734,Lei 13.982/2020,2º,2020-06-22 00:00:00,,,,Auxílio Emergencial (Lei 13.982/2020),X
15368,12734,MP 1219/2024,1º,2024-07-30 14:30:00,,,,Auxílio Reconstrução (MP 1219/2024),X
6114,12734,Lei 8.742/93; Dec. 1.744/95; Lei 9.720/98,Arts. 20 e 21; ;,2008-09-30 15:52:00,,,,"Benefício Assistencial (Art. 203,V CF/88)",X
11947,6114,"Lei 8.742/93, Lei 10.741/2003","Art. 20 e 21 (Lei 8.742,93); Art. 34 (Lei 10.741/2003)",2012-07-31 00:00:00,,,,Idoso,X
11946,6114,Lei 8.742/93,Art. 20 e 21,2012-07-31 00:00:00,2022-11-29 15:39:00,,,Pessoa com Deficiência,X
15516,12734,Lei 14.601/2023,1º,2024-11-29 14:54:00,,,,Bolsa Família (Lei 14.601/2023),X
15515,12734,Lei 14.717/2023,1º,2024-11-29 14:43:00,,,,Pensão Especial (Lei 14.717/2023),X
899,,LICCvB,7,,,,,DIREITO CIVIL,X
12935,899,,,2020-11-04 00:00:00,2021-01-20 09:40:00,,,Bem de Família Legal,X
10432,899,Lei nº 10.406/02 (Código Civil) -,Arts. 1.196 a 1.510,2008-09-30 15:52:00,,,,Coisas,X
10444,10432,Lei nº 10.406/02 (Código Civil) -,artigos 1.196 à 1.224 C.C.,2008-09-30 15:52:00,,,,Posse,X
10447,10444,Lei 10.406/02,1204 a 1209,2008-09-30 15:52:00,,,,Aquisição,X
10445,10444,Lei 10.406/02,Arts.1210 a 1224,2008-09-30 15:52:00,,,,Esbulho / Turbação / Ameaça,X
10446,10444,Lei 10.406/02,1228,2008-09-30 15:52:00,,,,Imissão,X
10448,10432,Lei nº 10.406/02 (Código Civil) -,"artigos 1.225, I; 1.228 à 1.259 C.C.",2008-09-30 15:52:00,,,,Propriedade,X
10455,10448,Lei nº 10.406/02 (Código Civil) -,Artigos:1.238 a 1.259,2008-09-30 15:52:00,,,,Aquisição,X
11990,10455,CC,Art. 1.260 a 1.262,2014-05-28 00:00:00,,,,Usucapião de bem móvel,X
10463,10448,"Lei nº 10.406/02 (Código Civil) - Artigos: 1.331 a 1.358 e no que não contrariarem este, pelas disposições da L 4.594/64, com as alterações da L. 4.864/65.",,2008-09-30 15:52:00,,,,Condomínio em Edifício,X
10595,10463,Lei 10.406/02,"art. 1.336, § 1º",2008-09-30 15:52:00,,,,Multa,X
9616,899,,,2008-09-30 15:52:00,,,,Empresas,X
5724,9616,,,2008-09-30 15:52:00,,,,Sociedade ,X
4939,5724,Lei nº 10.406/02 (Código Civil),- Art. 50.,2008-09-30 15:52:00,,,,Desconsideração da Personalidade Jurídica,X
7947,899,Lei 10406/02,arts. 104 a 232,2008-09-30 15:52:00,,,,Fatos Jurídicos,X
5632,7947,Lei 10406/02,arts. 189 a 211,2008-09-30 15:52:00,,,,Prescrição e Decadência,X
14205,899,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Lei Geral de Proteção de Dados (LGPD),X
14207,14205,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Privacidade,X
14206,14205,"Lei 13,709/2018",1º,2021-01-20 00:00:00,,,,Proteção de Dados Pessoais,X
7681,899,,,2008-09-30 15:52:00,,,,Obrigações,X
7690,7681,,,2008-09-30 15:52:00,,,,Adimplemento e Extinção,X
7709,7690,Lei 10406/02,368 a 380,2008-09-30 15:52:00,,,,Compensação,X
7710,7690,Lei nº 10.406/02 (Código Civil),-arts. 381 a 384,2008-09-30 15:52:00,,,,Confusão,X
7707,7690,Lei nº 10.406/02 (Código Civil),arts. 356 a 359,2008-09-30 15:52:00,,,,Dação em Pagamento,X
10592,7690,Lei 0820/03,arts. 1º a 7º,2008-09-30 15:52:00,,,,Desconto em folha de pagamento,X
7706,7690,Lei nº 10.406/02 (Código Civil),arts. 352 a 355;,2008-09-30 15:52:00,,,,Imputação do Pagamento,X
7708,7690,Lei nº 10.406/02 (Código Civil),arts. 360 a 367,2008-09-30 15:52:00,,,,Novação,X
7703,7690,Lei nº 10.406/02 (Código Civil),arts. 304 a 388,2008-09-30 15:52:00,,,,Pagamento,X
7705,7690,Lei nº 10.406/02 (Código Civil),arts. 346 a 351,2008-09-30 15:52:00,,,,Pagamento com Sub-rogação,X
7704,7690,Lei nº 10.406/02 (Código Civil),arts. 334 a 345,2008-09-30 15:52:00,,,,Pagamento em Consignação,X
7711,7690,Lei nº 10.406/02 (Código Civil),arts. 385 a 388,2008-09-30 15:52:00,,,,Remissão das Dívidas,X
7694,7681,Lei nº 10.406/02 (Código Civil) - arts. 854 a 886;,854 a 886;,2008-09-30 15:52:00,,,,Atos Unilaterais,X
7715,7694,Lei nº 10.406/02 (Código Civil) -,arts. 884 a 886,2008-09-30 15:52:00,,,,Enriquecimento sem Causa,X
7713,7694,Lei nº 10.406/02 (Código Civil),arts. 861 a 875,2008-09-30 15:52:00,,,,Gestão de Negócios,X
7714,7694,Lei nº 10.406/02 (Código Civil),art. 876 a 883,2008-09-30 15:52:00,,,,Pagamento Indevido,X
7712,7694,Lei nº 10.406/02 (Código Civil),arts. 854 a 860,2008-09-30 15:52:00,,,,Promessa de Recompensa,X
9580,7681,,,2008-09-30 15:52:00,,,,Espécies de Contratos,X
9581,9580,Lei nº 10.406/02 (Código Civil) -,arts. 710 a 721;,2008-09-30 15:52:00,2020-11-18 14:57:00,,,Agência e Distribuição,X
9582,9580,Decreto-Lei nº 911/69 e Lei Federal nº 9514/97;,"Lei 9514, art. 22",2008-09-30 15:52:00,,,,Alienação Fiduciária,X
9584,9580,"Lei Federal nº 6099/74, Resolução BACEN nº 2309/96","Lei 6099, art. 1º",2008-09-30 15:52:00,,,,Arrendamento Mercantil,X
9583,9580,"Lei Federal nº 4504/64 (Estatuto da Terra),",arts. 95 e 95-A;,2008-09-30 15:52:00,,,,Arrendamento Rural,X
4728,9580,Resoluções Bacen nºs 3265/2005 e 3266/2005;,"Resolução BACEN nº 3265, art. 1º",2008-09-30 15:52:00,,,,Câmbio,X
9585,9580,"CDC, Lei 4595/64, Decreto 22626/33","CDC, art. 39, III, 52; Lei 4594, art. 4º, VI, 10, VI; Decreto 22626, art. 1º",2008-09-30 15:52:00,,,,Cartão de Crédito,X
14917,9580,Código Civil,1793,2021-09-30 00:00:00,,,,Cessão de Direitos,X
9586,9580,Lei nº 10.406/02 (Código Civil),- arts. 693 a 709,2008-09-30 15:52:00,,,,Comissão,X
9602,9580,Lei nº 10.406/02 (Código Civil),- arts. 579 a 585;,2008-09-30 15:52:00,,,,Comodato,X
9587,9580,Lei nº 10.406/02 (Código Civil) -,arts. 481 a 532,2008-09-30 15:52:00,,,,Compra e Venda,X
9606,9580,"LEI Nº 10.406/02 (CÓDIGO CIVIL) - ,",arts. 851 a 853;,2008-09-30 15:52:00,,,,Compromisso,X
14918,9580,Código Civil,421,2021-09-30 00:00:00,,,,Confissão/Composição de Dívida,X
9604,9580,LEI Nº 10.406/02 (CÓDIGO CIVIL),arts. 803 a 813;,2008-09-30 15:52:00,,,,Constituição de Renda,X
9607,9580,Resolução BACEN nº 2878/2001 e nº 2892/2001 ;,"Resolução BACEN nº 2898, art. 1º",2008-09-30 15:52:00,,,,Contratos Bancários,X
9588,9580,Lei nº 10.406/02 (Código Civil),art. 722,2008-09-30 15:52:00,,,,Corretagem,X
10501,9580,Lei Federal nº 4829/65;,art. 2º,2008-09-30 15:52:00,,,,Crédito Rural,X
9589,9580,Lei nº 10.406/02 (Código Civil),- arts. 627 a 652;,2008-09-30 15:52:00,,,,Depósito,X
9590,9580,Lei nº 10.406/02 (Código Civil),- arts. 538 a 564;,2008-09-30 15:52:00,,,,Doação,X
5680,9580,"Lei Federal nº 9610/98 (Lei de Direitos Autorais),",arts. 53 a 67;,2008-09-30 15:52:00,,,,Edição,X
9591,9580,Lei nº 10.406/02 (Código Civil),- arts. 610 a 626;,2008-09-30 15:52:00,,,,Empreitada,X
9601,9580,Lei nº 10.406/02 (Código Civil),- arts. 534 a 537;,2008-09-30 15:52:00,,,,Estimatório,X
9592,9580,Lei nº 10.406/02 (Código Civil),- arts. 818 a 839;,2008-09-30 15:52:00,,,,Fiança,X
14916,9580,Código Civil,421 a 480,2021-09-30 00:00:00,,,,Fornecimento,X
9608,9580,Lei Federal nº 8955/94;,art. 2º,2008-09-30 15:52:00,,,,Franquia,X
9605,9580,"LEI Nº 10.406/02 (CÓDIGO CIVIL) - , ;",arts. 814 a 817,2008-09-30 15:52:00,,,,Jogo e Aposta,X
9593,9580,Lei Federal nº 8245/91;,,2008-09-30 15:52:00,,,,Locação de Imóvel,X
9614,9593,"Lei Federal nº 8245/91,",arts. 35 e 36;,2008-09-30 15:52:00,,,,Benfeitorias,X
11001,9593,,,2009-05-29 00:00:00,,,,Consignação de Chaves,X
9611,9593,"Lei Federal nº 8245/91,","arts. 47, III e 61;",2008-09-30 15:52:00,,,,Despejo para Uso de Ascendentes e Descendentes,X
9610,9593,"Lei Federal nº 8245/91,","arts. 47, III e 61;",2008-09-30 15:52:00,,,,Despejo para Uso Próprio,X
9612,9593,"Lei Federal nº 8245/91,","arts. 46, 56, 78, 7º e 8º;",2008-09-30 15:52:00,,,,Despejo por Denúncia Vazia,X
14915,9593,Lei 8.245/1991 e Lei 12.112/2009,"9, § 1º (Lei 8.245/1991); 62 (Lei 12.112/2009)",2021-09-30 00:00:00,,,,Despejo por Inadimplemento,X
9615,9593,"Lei Federal nº 8245/91,",arts. 27 a 34;,2008-09-30 15:52:00,,,,Direito de Preferência,X
9609,9580,"LEI Nº 10.406/02 (CÓDIGO CIVIL) - ,",arts. 565 a 578;,2008-09-30 15:52:00,,,,Locação de Móvel,X
9594,9580,Lei nº 10.406/02 (Código Civil) ;,- arts. 653 a 692,2008-09-30 15:52:00,,,,Mandato,X
9603,9580,LEI Nº 10.406/02 (CÓDIGO CIVIL) ;,arts. 586 a 592,2008-09-30 15:52:00,,,,Mútuo,X
4794,9580,"Lei Federal nº 4504/64 (Estatuto da Terra),","arts. 92 a 94, 96;",2008-09-30 15:52:00,,,,Parceria Agrícola e/ou pecuária,X
9596,9580,Lei nº 10.406/02 (Código Civil),- arts. 593 a 609;,2008-09-30 15:52:00,,,,Prestação de Serviços,X
4805,9580,"Lei Federal nº 6435/77, Lei Complementar nº 109/2001 Lei Federal nº 11053/2004",,2008-09-30 15:52:00,,,,Previdência privada,X
10590,4805,Lei 6435,"art. 21, V, 42, V, 67, §5º",2008-09-30 15:52:00,,,,Resgate de Contribuição,X
4813,9580,Lei Federal nº 4886/65;,art. 1º,2008-09-30 15:52:00,,,,Representação comercial,X
9597,9580,Lei nº 10.406/02 (Código Civil),- arts. 757 a 802;,2008-09-30 15:52:00,,,,Seguro,X
4839,9580,"Lei Federal nº 4380/64,",arts. 8º a 44;,2008-09-30 15:52:00,,,,Sistema Financeiro da Habitação,X
4840,4839,"Lei Federal nº 10.150, de 2000",art. 19,2008-09-30 15:52:00,,,,Equivalência salarial,X
14735,4839,,,2021-07-30 00:00:00,,,,"Minha Casa, Minha Vida",X
4841,4839,Lei nº 10.406/02 (Código Civil) -,art. 320,2008-09-30 15:52:00,,,,Quitação,X
4842,4839,Lei Federal nº 8100/90; Lei Federal nº 8177/91Lei Federal nº 8692/93,art. 1º,2008-09-30 15:52:00,,,,Reajuste de Prestações,X
4854,4839,"Lei 8.692, de 28 de julho de 1993",art. 15,2008-09-30 15:52:00,,,,Revisão do Saldo Devedor,X
4847,4839,Lei nº 10.406/02 (Código Civil) Circular SUSEP nº 111/99;,- art. 757;,2008-09-30 15:52:00,,,,Seguro,X
14237,4839,"Lei 9,514/1997",26 e seguintes,2021-01-28 00:00:00,,,,Sistema Financeiro Imobiliário,X
4846,4839,Decreto Lei 70/66,Art. 37,2008-09-30 15:52:00,,,,Sustação/Alteração de Leilão,X
4843,4839,"Lei Federal nº 8004/90,Lei Federal nº 8692/93, Lei Federal nº 10150/2000;",art. 1º,2008-09-30 15:52:00,,,,Transferência de Financiamento (contrato de gaveta),X
10588,4839,Lei 10406,art. 234,2008-09-30 15:52:00,,,,Vícios de Construção,X
9598,9580,Lei nº 10.406/02 (Código Civil),- arts. 840 a 850,2008-09-30 15:52:00,,,,Transação,X
9599,9580,Lei nº 10.406/02 (Código Civil) -,arts. 743 a 756;,2008-09-30 15:52:00,,,,Transporte de Coisas,X
9600,9580,Lei nº 10.406/02 (Código Civil),- arts. 734 a 742;,2008-09-30 15:52:00,,,,Transporte de Pessoas,X
9595,9580,Lei nº 10.406/02 (Código Civil),- art. 533;,2008-09-30 15:52:00,,,,Troca ou Permuta,X
7717,7681,Lei nº 10.406/02 (Código Civil),- arts. 921 a 926,2008-09-30 15:52:00,,,,Espécies de Títulos de Crédito,X
4961,7717,Lei Federal nº 6313/75;,art. 1º,2008-09-30 15:52:00,,,,Cédula de Crédito à Exportação,X
4960,7717,"Medida Provisória nº 2160-25, de 13.08.2001;",art. 1º,2008-09-30 15:52:00,,,,Cédula de Crédito Bancário,X
4962,7717,Lei Federal nº 6840/80;,art. 1º,2008-09-30 15:52:00,,,,Cédula de Crédito Comercial,X
4963,7717,"Decreto-Lei nº 413/69 (TCI),",arts. 9º a 14 e 19 a 52;,2008-09-30 15:52:00,,,,Cédula de Crédito Industrial,X
4964,7717,"Decreto-Lei nº 167/67,",arts. 9º a 41;,2008-09-30 15:52:00,,,,Cédula de Crédito Rural,X
4968,7717,Lei Federal nº 8929/94;,art. 1º,2008-09-30 15:52:00,,,,Cédula de Produto Rural,X
4969,7717,Lei nº 10.406/02 (Código Civil) - art. 1486,Lei nº 10.406/02 (Código Civil) - art. 1486,2008-09-30 15:52:00,,,,Cédula Hipotecária,X
4970,7717,Lei Federal nº 7357/85 (Lei do Cheque);,arts. 1º a 62,2008-09-30 15:52:00,,,,Cheque,X
4971,7717,"Lei Federal nº 6404/76, art. 72;",art. 52,2008-09-30 15:52:00,,,,Debêntures,X
4972,7717,Lei Federal nº 5474/68;,art. 1º,2008-09-30 15:52:00,,,,Duplicata,X
4973,7717,"Decreto nº 2044/1908,",arts. 1º a 53;,2008-09-30 15:52:00,,,,Letra de Câmbio,X
4974,7717,Lei nº 6840/80;,art. 1º e 5º,2008-09-30 15:52:00,,,,Nota de Crédito Comercial,X
4975,7717,"Decreto-Lei nº 413/69 (TCI), arts, 15 a 18;",arts. 15 a 18,2008-09-30 15:52:00,,,,Nota de Crédito Industrial,X
4976,7717,"Decreto-lei nº 167/67, ;",arts. 27 a 29,2008-09-30 15:52:00,,,,Nota de Crédito Rural,X
4980,7717,"Decreto nº 2044/1908, arts. 54 a 57;",arts. 54 a 57,2008-09-30 15:52:00,,,,Nota Promissória,X
4981,7717,"Decreto nº 1102/1903 , Lei Federal nº 9973/2000,Lei Federal nº 11076/2004;","Decreto 1102, art. 15; Lei 11076, art. 1º",2008-09-30 15:52:00,,,,Warrant,X
7691,7681,,,2008-09-30 15:52:00,,,,Inadimplemento,X
7701,7691,Lei nº 10.406/02 (Código Civil),- arts. 417 a 420;,2008-09-30 15:52:00,,,,Arras ou Sinal,X
7700,7691,Lei nº 10.406/02 (Código Civil),- arts. 408 a 416;,2008-09-30 15:52:00,,,,Cláusula Penal,X
7697,7691,Súmula 54 do STJ,Súmula 54 do STJ,2008-09-30 15:52:00,,,,Correção Monetária,X
7699,7691,,,2008-09-30 15:52:00,,,,Juros de Mora - Legais / Contratuais,X
10585,7699,Lei 10406/02,Art. 591,2008-09-30 15:52:00,,,,Capitalização / Anatocismo,X
10586,7699,Lei nº 10.406/02 (Código Civil),- arts. 406 a 407;,2008-09-30 15:52:00,,,,Limitação de Juros,X
7698,7691,Lei nº 10.406/02 (Código Civil),arts. 402 a 405,2008-09-30 15:52:00,,,,Perdas e Danos,X
10582,7691,Lei nº 10.406/02 (Código Civil),arts. 455 e 607,2008-09-30 15:52:00,,,,Rescisão / Resolução,X
7696,7681,Lei nº 10.406/02 (Código Civil),- arts. 955 a 965;,2008-09-30 15:52:00,,,,Preferências e Privilégios Creditórios,X
4949,7681,Lei 10.406/02 (Código Civil),arts. 887 a 926,2008-09-30 15:52:00,,,,Títulos de Crédito,X
4951,4949,Lei nº 10.406/02 (Código Civil) - ;,arts. 907 a 913,2008-09-30 15:52:00,,,,Anulação,X
14740,4949,Lei 9.492/1997,"1º, parágrafo único",2021-07-30 00:00:00,,,,Protesto de CDA,X
4957,4949,Lei nº 10.406/02 (Código Civil),- art. 889;,2008-09-30 15:52:00,,,,Requisitos,X
9575,4949,Lei Federal nº 9492/97,arts. 16 a 18,2008-09-30 15:52:00,,,,Sustação de Protesto,X
7688,7681,,,2008-09-30 15:52:00,,,,Transmissão,X
7689,7688,Lei nº 10.406/02 (Código Civil,299 a 303,2008-09-30 15:52:00,,,,Assunção de Dívida,X
4718,7688,Lei nº 10.406/02 (Código Civil),- arts. 286 a 298,2008-09-30 15:52:00,,,,Cessão de Crédito,X
5754,899,Lei 10.406/02 (CCB),"Título I, Capítulo I",2008-09-30 15:52:00,,,,Pessoas naturais,X
15306,5754,Resolução CNJ n. 270/2018,1º,2024-03-15 11:26:00,,,,Nome Social,X
10431,899,Lei nº 10.406/02 (Código Civil) -,arts. 186; e 927 à 954,2008-09-30 15:52:00,,,,Responsabilidade Civil,X
14694,10431,Lei 6.194/1974 e Contrato Susep/CEF 2/2021,,2021-05-28 00:00:00,,,,DPVAT,X
10439,10431,Lei nº 10.406/02 (Código Civil) -,arts. 927; 944 a 954,2008-09-30 15:52:00,,,,Indenização por Dano Material,X
11954,10439,8.213/1991.,120,2012-10-03 00:00:00,,,,Acidente de Trabalho - Ressarcimento ao Erário,X
10441,10439,Lei 10406/02,927,2008-09-30 15:52:00,,,,Acidente de Trânsito,X
14919,10439,Código Civil,927,2021-09-30 00:00:00,,,,Atraso na Entrega do Imóvel,X
14921,10439,CF e Lei Lei 9.610/1998,5º (CF),2021-09-30 00:00:00,,,,Direito Autoral,X
10443,10439,Constituição Federal de 1988 %u2013,"art. 5º, inc. V e X",2008-09-30 15:52:00,,,,Direito de Imagem,X
10442,10439,Lei 10406/02 e Lei 5250/67,art. 49,2008-09-30 15:52:00,,,,Lei de Imprensa,X
10440,10439,Lei 10406/02,arts. 186 e 951,2008-09-30 15:52:00,2023-09-27 16:54:00,,,Serviços de Saúde,X
10433,10431,CF e Lei nº 10.406/02 (Código Civil) -,"art. 5º, X da CF e Arts. 186; 927; 944 e 953 e parágrafo único, do CC",2008-09-30 15:52:00,,,,Indenização por Dano Moral,X
10435,10433,Lei 10406/02,927,2008-09-30 15:52:00,,,,Acidente de Trânsito,X
14920,10433,Código Civil,927,2021-09-30 00:00:00,,,,Atraso na Entrega do Imóvel,X
14922,10433,CF e Lei 9.610/1998,5º (CF),2021-09-30 00:00:00,,,,Direito Autoral,X
10437,10433,Lei 10406/02,20,2008-09-30 15:52:00,,,,Direito de Imagem,X
10436,10433,Lei 5250/67; Lei 10406/02,"Lei 5250, art. 5º, IV e V",2008-09-30 15:52:00,,,,Lei de Imprensa,X
10434,10433,Lei 10406/02,arts. 186 e 951,2008-09-30 15:52:00,2023-09-27 16:51:00,,,Serviços de Saúde,X
15367,10431,LC 207/2024,1º,2024-07-30 14:20:00,,,,SPVAT,X
12480,,,,,,,,DIREITO DA SAÚDE,X
12521,12480,,,2019-07-04 00:00:00,,,,"Doação e transplante de órgãos, tecidos ou partes",X
15514,12480,Portaria do Ministério da Saúde 199/2014,1º a 45,2024-11-29 14:31:00,,,,Doença Rara,X
12520,12480,,,2019-07-04 00:00:00,,,,Genética / Células Tronco,X
12507,12480,,,2019-07-04 00:00:00,2019-07-04 15:54:00,,,Mental,X
12508,12507,,,2019-07-04 00:00:00,,,,Internação compulsória,X
12509,12507,,,2019-07-04 00:00:00,,,,Internação involuntária,X
12510,12507,,,2019-07-04 00:00:00,,,,Internação voluntária,X
12481,12480,,,2019-07-04 00:00:00,,,,Pública,X
12485,12481,,,2019-07-04 00:00:00,2019-07-04 15:30:00,,,Fornecimento de insumos,X
12498,12485,,,2019-07-04 00:00:00,,,,Cadeira de rodas / cadeira de banho / cama hospitalar,X
12497,12485,,,2019-07-04 00:00:00,,,,Curativos/Bandagem,X
12499,12485,,,2019-07-04 00:00:00,,,,Fraldas,X
12484,12481,,,2019-07-04 00:00:00,,,,Fornecimento de medicamentos,X
12496,12484,,,2019-07-04 00:00:00,,,,Oncológico,X
12492,12484,,,2019-07-04 00:00:00,,,,Registrado na ANVISA,X
12495,12492,,,2019-07-04 00:00:00,,,,Não padronizado,X
12494,12492,,,2019-07-04 00:00:00,,,,Padronizado,X
12493,12484,,,2019-07-04 00:00:00,,,,Sem registro na ANVISA,X
12483,12481,,,2019-07-04 00:00:00,,,,Internação/Transferência Hospitalar,X
12505,12483,,,2019-07-04 00:00:00,,,,Leito de enfermaria / leito oncológico,X
12506,12483,,,2019-07-04 00:00:00,,,,Unidade de terapia intensiva (UTI) / unidade de cuidados intensivos (UCI),X
12511,12481,,,2019-07-04 00:00:00,2019-07-04 15:59:00,,,Sistema Único de Saúde (SUS),X
12518,12511,,,2019-07-04 00:00:00,,,,Controle Social e Conselhos de Saúde,X
12512,12511,,,2019-07-04 00:00:00,,,,Convênio médico com o SUS,X
12513,12511,,,2019-07-04 00:00:00,,,,Financiamento do SUS,X
12514,12511,,,2019-07-04 00:00:00,,,,Reajuste da tabela do SUS,X
12515,12511,,,2019-07-04 00:00:00,,,,Repasse de verbas do SUS,X
12516,12511,,,2019-07-04 00:00:00,,,,Ressarcimento do SUS,X
12517,12511,,,2019-07-04 00:00:00,,,,Terceirização do SUS,X
14759,12481,Lei 8.080/1990,2º,2021-07-30 00:00:00,,,,Tratamento Domiciliar (Home Care),X
12491,12481,,,2019-07-04 00:00:00,2019-07-04 15:35:00,,,Tratamento médico-hospitalar,X
12501,12491,,,2019-07-04 00:00:00,,,,Cirurgia,X
12502,12501,,,2019-07-04 00:00:00,,,,Eletiva,X
12503,12501,,,2019-07-04 00:00:00,,,,Urgência,X
12500,12491,,,2019-07-04 00:00:00,,,,Consulta,X
12504,12491,,,2019-07-04 00:00:00,,,,Diálise/Hemodiálise,X
12519,12481,,,2019-07-04 00:00:00,,,,Vigilância Sanitária e Epidemológica,X
12482,12480,,,2019-07-04 00:00:00,,,,Suplementar,X
12486,12482,,,2019-07-04 00:00:00,,,,Planos de saúde,X
12490,12486,,,2019-07-04 00:00:00,,,,Fornecimento de insumos,X
12487,12486,,,2019-07-04 00:00:00,,,,Fornecimento de medicamentos,X
12488,12486,,,2019-07-04 00:00:00,,,,Reajuste contratual,X
12489,12486,,,2019-07-04 00:00:00,,,,Tratamento médico-hospitalar,X
1156,,,,,,,,DIREITO DO CONSUMIDOR,X
7771,1156,,,2008-09-30 15:52:00,,,,Contratos de Consumo,X
