Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JF1G
14103,12543,,,2020-12-04 00:00:00,2023-03-31 13:57:58,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Origem,X
14100,12543,,,2020-12-04 00:00:00,2023-03-31 13:54:33,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Raça,X
14104,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Idosa,X
14105,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Portadora de Deficiência,X
15126,12543,Código Penal,"140, § 3º",2022-06-13 00:00:00,,,,Religião,X
12542,3397,CP,"140, §2º",2019-07-09 00:00:00,,,,Real,X
12544,3397,CP,"140, caput",2019-07-09 00:00:00,,,,Simples,X
3491,287,,,2008-09-30 15:52:52,,,,Crimes contra a Incolumidade Pública,X
3502,3491,CP,264,2008-09-30 15:52:52,,,,Arremesso de projétil,X
3503,3491,CP,265,2008-09-30 15:52:52,,,,Atentado contra a segurança de serviços de utilidade pública ,X
3501,3491,CP,"261, 262 e 263",2008-09-30 15:52:52,,,,Atentado contra a segurança de transporte público,X
3510,3491,CP,283,2008-09-30 15:52:52,,,,Charlatanismo ,X
3511,3491,CP,271,2008-09-30 15:52:52,,,,Corrupção ou Poluição de Água Potável,X
3512,3491,CP,284,2008-09-30 15:52:52,,,,Curandeirismo ,X
3496,3491,CP,256,2008-09-30 15:52:52,,,,Desabamento ou desmoronamento,X
11969,3491,CP,"Art. 256, parágrafo único",2013-09-18 00:00:00,,,,Desabamento ou desmoronamento culposo,X
3500,3491,CP,260,2008-09-30 15:52:52,,,,Desastre ferroviário / Perigo de Desastre Ferroviário,X
11972,3491,CP,"Art. 260, §2º",2013-09-18 00:00:00,,,,Desastre ferroviário culposo,X
3498,3491,CP,259,2008-09-30 15:52:52,,,,Difusão de doença ou praga,X
3506,3491,CP,274,2008-09-30 15:52:52,,,,Emprego de Processo Proibido/Substância não permitida,X
3513,3491,CP,270,2008-09-30 15:52:52,,,,Envenenamento de Água Potável / Substância Alimentícia ou Medicinal,X
3505,3491,CP,267,2008-09-30 15:52:52,,,,Epidemia ,X
3509,3491,CP,282,2008-09-30 15:52:52,,,,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica",X
3493,3491,CP,251,2008-09-30 15:52:52,,,,Explosão ,X
11963,3491,CP,"Art. 251, §3º",2013-09-18 00:00:00,,,,Explosão culposa,X
5862,3491,CP,253,2008-09-30 15:52:52,,,,Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,X
3508,3491,CP,273,2008-09-30 15:52:52,,,,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,X
3514,3491,CP,272,2008-09-30 15:52:52,,,,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,X
3492,3491,CP,250,2008-09-30 15:52:52,,,,Incêndio,X
11961,3491,CP,"Art. 250, §2º",2013-09-18 00:00:00,,,,Incêndio culposo,X
3515,3491,CP,268,2008-09-30 15:52:52,,,,Infração de Medida Sanitária Preventiva,X
3504,3491,CP,266,2008-09-30 15:52:52,,,,Interrupção /perturbação de serviços telegráficos/telefônicos,X
3495,3491,CP,254 e 255,2008-09-30 15:52:52,,,,Inundação / Perigo de Inundação,X
11967,3491,CP,"Art. 252, parte final",2013-09-18 00:00:00,,,,Inundação culposa,X
3507,3491,CP,275,2008-09-30 15:52:52,,,,Invólucro ou recipiente com falsa indicação ,X
5867,3491,CP,280,2008-09-30 15:52:52,,,,Medicamento em Desacordo com Receita Médica,X
3516,3491,CP,269,2008-09-30 15:52:52,,,,Omissão de Notificação de Doença,X
3517,3491,CP,278,2008-09-30 15:52:52,,,,Outras Substâncias Nocivas a Saúde Pública ,X
3519,3491,CP,277,2008-09-30 15:52:52,,,,Substância Destinada à Falsificação,X
3497,3491,CP,257,2008-09-30 15:52:52,,,,"Subtração, ocultação ou inutilização de material de salvamento",X
11966,3491,CP,"252, parágrafo único",2013-09-18 00:00:00,,,,Uso culposo de gás tóxico ou asfixiante,X
3494,3491,CP,252,2008-09-30 15:52:52,,,,Uso de gás tóxico ou asfixiante ,X
5866,3491,CP,276,2008-09-30 15:52:52,,,,Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 ,X
3407,287,,,2008-09-30 15:52:52,,,,Crimes contra a inviolabilidade de correspondência,X
3409,3407,CP,"151, § 1º, I",2008-09-30 15:52:52,,,,Sonegação ou destruição de correspondência ,X
3410,3407,CP,"art. 151, § 1º, II, III e IV",2008-09-30 15:52:52,,,,"Violação de comunicação telegráfica, radioelétrica ou telefônica ",X
3408,3407,CP,"151, caput",2008-09-30 15:52:52,,,,Violação de correspondência ,X
3411,3407,CP,152,2008-09-30 15:52:52,,,,Violação de Correspondência comercial ,X
3405,287,,,2008-09-30 15:52:52,,,,Crimes contra a inviolabilidade de domicílio,X
3406,3405,CP,150,2008-09-30 15:52:52,,,,Violação de domicílio ,X
3412,287,,,2008-09-30 15:52:52,,,,Crimes contra a inviolabilidade de segredo,X
3413,3412,CP,153,2008-09-30 15:52:52,,,,Divulgação de segredo ,X
11978,3412,CP,154-A,2014-02-18 00:00:00,,,,Invasão de Dispositivo Informático,X
3414,3412,CP,154,2008-09-30 15:52:52,,,,Violação do segredo profissional ,X
3400,287,,,2008-09-30 15:52:52,,,,Crimes contra a liberdade pessoal,X
3402,3400,CP,147,2008-09-30 15:52:52,,,,Ameaça ,X
3401,3400,CP,146,2008-09-30 15:52:52,,,,Constrangimento ilegal ,X
15482,3400,Código Penal,"146-A, caput",2024-11-11 17:56:38,,,,Intimidação Sistemática (Bullying),X
15483,3400,Código Penal,"146-A, parágrafo único",2024-11-11 18:01:58,,,,Intimidação Sistemática Virtual (Cyberbullying),X
3404,3400,CP,149,2008-09-30 15:52:52,,,,Redução a condição análoga à de escravo ,X
3403,3400,CP,148,2008-09-30 15:52:52,,,,Seqüestro e cárcere privado ,X
14665,3400,CP,149-A,2021-03-30 00:00:00,,,,Tráfico Internacional de Pessoa ,X
14667,14665,CP,"149-A, IV",2021-03-30 00:00:00,,,,Adoção Ilegal,X
14666,14665,CP,"149-A, V",2021-03-30 00:00:00,,,,Exploração Sexual,X
14670,14665,CP,"149-A, I",2021-03-30 00:00:00,,,,Remoção de Órgão,X
14668,14665,CP,"149-A, III",2021-03-30 00:00:00,,,,Servidão,X
14669,14665,CP,"149-A, II",2021-03-30 00:00:00,,,,Submissão à Condição Análoga à de Escravo,X
14659,3400,CP,149,2021-03-30 00:00:00,,,,Tráfico Interno de Pessoa,X
14663,14659,CP,"149-A, IV",2021-03-30 00:00:00,,,,Adoção Ilegal,X
14664,14659,CP,"149-A, V",2021-03-30 00:00:00,,,,Exploração Sexual,X
14660,14659,CP,"149-A, I",2021-03-30 00:00:00,,,,Remoção de Órgão,X
14662,14659,CP,"149-A, III",2021-03-30 00:00:00,,,,Servidão,X
14661,14659,CP,"149-A, II",2021-03-30 00:00:00,,,,Submissão à Condição Análoga à de Escravo,X
14942,3400,Código Penal,147-B,2021-09-30 00:00:00,,,,Violência Psicológica contra a Mulher,X
3445,287,,,2008-09-30 15:52:52,,,,Crimes contra a Organização do Trabalho,X
3455,3445,CP,207,2008-09-30 15:52:52,,,,Aliciamento de trabalhadores de um local para outro do território nacional,X
3454,3445,CP,206,2008-09-30 15:52:52,,,,Aliciamento para fins de emigração,X
3448,3445,CP,199,2008-09-30 15:52:52,,,,Atentado contra a liberdade de associação,X
3447,3445,CP,198,2008-09-30 15:52:52,,,,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta,X
3446,3445,CP,197,2008-09-30 15:52:52,,,,Atentado contra a liberdade de trabalho,X
3453,3445,CP,205,2008-09-30 15:52:52,,,,Exercício de atividade com infração de decisão administrativa ,X
3452,3445,CP,203,2008-09-30 15:52:52,,,,Frustração de direitos assegurados por lei trabalhista,X
3456,3445,CP,204,2008-09-30 15:52:52,,,,Frustração de lei sobre a nacionalização do trabalho ,X
3451,3445,CP,202,2008-09-30 15:52:52,,,,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem",X
3450,3445,CP,201,2008-09-30 15:52:52,,,,Paralisação de trabalho de interesse coletivo,X
3449,3445,CP,200,2008-09-30 15:52:52,,,,"Paralisação de trabalho, seguida de violência ou perturbação da ordem",X
3520,287,,,2008-09-30 15:52:52,,,,Crimes contra a Paz Pública,X
5870,3520,CP,287,2008-09-30 15:52:52,,,,Apologia de Crime ou Criminoso,X
14685,3520,CP,288,2021-05-28 00:00:00,,,,Associação Criminosa,X
14689,3520,CP,288-A,2021-05-28 00:00:00,,,,Constituição de Milícia Privada,X
5869,3520,CP,286,2008-09-30 15:52:52,,,,Incitação ao Crime,X
3521,3520,CP,288,2008-09-30 15:52:52,,,,Quadrilha ou Bando,X
3442,287,,,2008-09-30 15:52:52,,,,Crimes contra a Propriedade Intelectual,X
3443,3442,CP e Lei 9.609/98,art. 184 e art 12,2008-09-30 15:52:52,,,,Violação de direito autoral,X
3369,287,,,2008-09-30 15:52:52,,,,Crimes contra a vida,X
10915,3369,,,2008-09-30 15:52:52,,,,Aborto,X
10917,10915,CP,124,2008-09-30 15:52:52,,,,Aborto provocado pela gestante ou com o seu consentimento,X
10918,10915,CP,125 e 126,2008-09-30 15:52:52,,,,Aborto provocado por terceiro,X
10919,10915,CP,127,2008-09-30 15:52:52,,,,Aborto qualificado,X
12130,3369,Código Penal,"121, § 6º",2016-09-05 00:00:00,2016-09-05 14:28:48,,,Homicídio Agravado pela Prática de Extermínio de Seres Humanos,X
3371,3369,CP,"121, § 1º",2008-09-30 15:52:52,,,,Homicídio Privilegiado,X
3372,3369,CP,"121, § 2º",2008-09-30 15:52:52,,,,Homicídio Qualificado,X
3370,3369,CP,"121, caput",2008-09-30 15:52:52,,,,Homicídio Simples,X
3373,3369,CP,122,2008-09-30 15:52:52,,,,"Induzimento, Instigação ou Auxílio a Suicídio",X
3375,3369,CP,123,2008-09-30 15:52:52,,,,Infanticídio,X
5875,287,CP,359-A a 359-H,2008-09-30 15:52:52,,,,Crimes Contra as Finanças Públicas,X
5905,5875,CP,359-C,2008-09-30 15:52:52,2009-06-05 08:56:14,,,Assunção de Obrigação no Último Ano do Mandato ou Legislatura,X
5909,5875,CP,359-G,2008-09-30 15:52:52,,,,Aumento de Despesa com Pessoal no Último Ano do Mandato ou Legislatura,X
5903,5875,CP,359-A,2008-09-30 15:52:52,,,,Contratação de Operação de Crédito,X
10991,5875,DL 201/1967,1°,2009-05-28 00:00:00,,,,Corrupção Praticada por Prefeitos e Vereadores,X
5904,5875,CP,359-B,2008-09-30 15:52:52,,,,Inscrição de Despesas Não Empenhadas,X
10990,5875,DL 201/1967,1°,2009-05-28 00:00:00,,,,Má-gestão praticada por Prefeitos e Vereadores,X
5908,5875,CP,359-F,2008-09-30 15:52:52,,,,Não Cancelamento de Restos a Pagar,X
5910,5875,CP,359-H,2008-09-30 15:52:52,,,,Oferta Pública ou Colocação de Títulos no Mercado,X
5906,5875,CP,359-D,2008-09-30 15:52:52,,,,Ordenação de Despesa Não Autorizada,X
5907,5875,CP,359-E,2008-09-30 15:52:52,,,,Prestação de Garantia Graciosa,X
15147,287,Código Penal,359-I a 359-P,2022-07-01 00:00:00,,,,Crimes contra o Estado Democrático de Direito,X
15151,15147,Código Penal,359-L,2022-07-01 00:00:00,,,,Abolição Violenta do Estado Democrático de Direito,X
15149,15147,Código Penal,359-J,2022-07-01 00:00:00,,,,Atentado à Integridade Nacional,X
15148,15147,Código Penal,359-I,2022-07-01 00:00:00,,,,Atentado à Soberania,X
15150,15147,Código Penal,359-K,2022-07-01 00:00:00,,,,Espionagem,X
15152,15147,Código Penal,359-M,2022-07-01 00:00:00,,,,Golpe de Estado,X
15155,15147,Código Penal,359-R,2022-07-01 00:00:00,,,,Sabotagem,X
3415,287,,,2008-09-30 15:52:52,,,,Crimes contra o Patrimônio,X
5842,3415,CP,173,2008-09-30 15:52:52,,,,Abuso de Incapazes,X
5836,3415,CP,"171, § 2º, II",2008-09-30 15:52:52,,,,Alienação ou Oneração Fraudulenta de Coisa Própria,X
3423,3415,CP,"161, caput",2008-09-30 15:52:52,,,,Alteração de limites ,X
3429,3415,CP,166,2008-09-30 15:52:52,,,,Alteração de local especialmente protegido,X
5573,3415,CP,"169, Parágrafo Único, II.",2008-09-30 15:52:52,,,,Apropriação de Coisa Achada,X
3437,3415,CP,169,2008-09-30 15:52:52,,,,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",X
5572,3415,I,169,2008-09-30 15:52:52,,,,Apropriação de Tesouro,X
3436,3415,CP,"168, caput",2008-09-30 15:52:52,,,,Apropriação indébita,X
3430,3415,CP e Lei 8.212/91,art. 168-A,2008-09-30 15:52:52,,,,Apropriação indébita Previdenciária ,X
3426,3415,CP,163,2008-09-30 15:52:52,,,,Dano,X
3428,3415,CP,165,2008-09-30 15:52:52,,,,"Dano em coisa de valor artístico, arqueológico ou histórico",X
5571,3415,CP,"163, parágrafo único",2008-09-30 15:52:52,,,,Dano Qualificado,X
14698,3415,CP,"163, parágrafo único, III",2021-05-28 00:00:00,,,,Dano Qualificado contra a Administração Pública,X
5837,3415,CP,"171, § 2º, III",2008-09-30 15:52:52,,,,Defraudação de Penhor,X
5835,3415,CP,"171, § 2º, I",2008-09-30 15:52:52,,,,Disposição de coisa alheia como própria,X
5841,3415,CP,172,2008-09-30 15:52:52,,,,Duplicata Simulada,X
5846,3415,CP,178,2008-09-30 15:52:52,,,,"Emissão Irregular de Conhecimento de Depósito ou ""Warrant""",X
3425,3415,CP e Lei n. 5.741/71,"161, II e art. 9º",2008-09-30 15:52:52,,,,Esbulho possessório,X
3431,3415,CP,171,2008-09-30 15:52:52,,,,Estelionato,X
3432,3415,CP,"171, 3º",2008-09-30 15:52:52,,,,Estelionato Majorado ,X
3420,3415,CP,158,2008-09-30 15:52:52,,,,Extorsão ,X
3422,3415,CP,160,2008-09-30 15:52:52,,,,Extorsão indireta,X
5569,3415,CP,"159, § 2º",2008-09-30 15:52:52,,,,Extorsão mediante Sequestro Seguida de Lesão Corporal Grave,X
3421,3415,CP,159,2008-09-30 15:52:52,,,,Extorsão mediante seqüestro ,X
5568,3415,CP,"159, § 3º",2008-09-30 15:52:52,,,,Extorsão mediante Seqüestro Seguida de Morte,X
3434,3415,CP,179,2008-09-30 15:52:52,,,,Fraude à execução ,X
5838,3415,CP,"171, § 2º, IV",2008-09-30 15:52:52,,,,Fraude na Entrega de Coisa,X
5844,3415,CP,175,2008-09-30 15:52:52,,,,Fraude no Comércio,X
5840,3415,CP,"171, § 2º, VI",2008-09-30 15:52:52,,,,Fraude no Pagamento por Meio de Cheque,X
5839,3415,CP,"171, § 2º, V",2008-09-30 15:52:52,,,,Fraude para Recebimento de Indenização ou Valor de Seguro,X
5845,3415,CP,177,2008-09-30 15:52:52,,,,Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações,X
15410,3415,Código Penal,171-A,2024-07-31 13:15:40,2024-07-31 13:16:58,,,"Fraudes em Operações com Ativos Virtuais, Valores Mobiliários ou Ativos Financeiros",X
3416,3415,CP,155,2008-09-30 15:52:52,,,,Furto ,X
3418,3415,CP,156,2008-09-30 15:52:52,,,,Furto de coisa comum ,X
5565,3415,CP,"155, § 5º",2008-09-30 15:52:52,,,,Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior,X
5564,3415,CP,"155, § 2º",2008-09-30 15:52:52,,,,Furto Privilegiado,X
3417,3415,CP,"155, § 4o.",2008-09-30 15:52:52,,,,Furto Qualificado ,X
5843,3415,CP,174,2008-09-30 15:52:52,,,,Induzimento à Especulação,X
3427,3415,CP,164,2008-09-30 15:52:52,,,,Introdução ou abandono de animais em propriedade alheia,X
5567,3415,CP,"157, § 3º, 2ª parte",2008-09-30 15:52:52,,,,Latrocínio,X
3433,3415,CP,176,2008-09-30 15:52:52,,,,Outras fraudes,X
3435,3415,CP,"180, caput",2008-09-30 15:52:52,,,,Receptação,X
11959,3415,CP,"Art. 180, §3º",2013-09-18 00:00:00,,,,Receptação culposa,X
5847,3415,CP,"180, § 2º",2008-09-30 15:52:52,,,,Receptação Qualificada,X
3419,3415,CP,"157, caput",2008-09-30 15:52:52,,,,Roubo ,X
5566,3415,CP,"157, § 2º",2008-09-30 15:52:52,,,,Roubo Majorado,X
5570,3415,CP,162,2008-09-30 15:52:52,,,,Supressão ou Alteração de Marca em Animais,X
3424,3415,CP,"161, I",2008-09-30 15:52:52,,,,Usurpação de águas ,X
3457,287,,,2008-09-30 15:52:52,,,,Crimes contra o sentimento religioso e contra o respeito aos mortos,X
3458,3457,CP,211,2008-09-30 15:52:52,,,,Destruição / Subração / Ocultação de Cadáver,X
3459,3457,CP,209,2008-09-30 15:52:52,,,,Impedimento ou Perturbação de Cerimônia Funerária,X
3462,3457,CP,208,2008-09-30 15:52:52,,,,Ultraje / Impedimento ou Perturbação de Culto Religioso,X
3460,3457,CP,212,2008-09-30 15:52:52,,,,Vilipêndio a Cadáver,X
3461,3457,CP,210,2008-09-30 15:52:52,,,,Violação a Sepultura ,X
15373,287,Código Penal,337-E a 337-O,2024-07-30 17:45:23,,,,Crimes em Licitações e Contratos Administrativos,X
15380,15373,Código Penal,337-K,2024-07-31 08:19:55,,,,Afastamento de Licitante,X
15374,15373,Código Penal,337-E,2024-07-30 17:52:17,,,,Contratação Direta Ilegal,X
15382,15373,Código Penal,337-M,2024-07-31 08:26:35,,,,Contratação Inidônea,X
15381,15373,Código Penal,337-L,2024-07-31 08:22:50,,,,Fraude em Licitação ou Contrato,X
15375,15373,Código Penal,337-F,2024-07-30 17:57:19,,,,Frustração do Caráter Competitivo de Licitação,X
15383,15373,Código Penal,337-N,2024-07-31 08:29:23,,,,Impedimento Indevido,X
15377,15373,Código Penal,337-H,2024-07-31 08:10:19,,,,Modificação ou Pagamento Irregular em Contrato Administrativo,X
15384,15373,Código Penal,337-O,2024-07-31 08:33:43,2024-07-31 08:34:38,,,Omissão Grave de Dado ou de Informação por Projetista,X
15376,15373,Código Penal,337-G,2024-07-30 18:00:59,,,,Patrocínio de Contratação Indevida,X
15378,15373,Código Penal,337-I,2024-07-31 08:13:33,,,,Perturbação de Processo Licitatório,X
15379,15373,Código Penal,337-J,2024-07-31 08:17:19,,,,Violação de Sigilo em Licitação,X
3547,287,,,2008-09-30 15:52:52,,,,Crimes Praticados por Funcionários Públicos Contra a Administração em Geral,X
10982,3547,Lei 9.613/1998,1°,2009-05-28 00:00:00,,,,"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção",X
3561,3547,CP,323,2008-09-30 15:52:52,,,,Abandono de função ,X
3559,3547,CP,321,2008-09-30 15:52:52,,,,Advocacia administrativa ,X
3553,3547,CP,"art. 316, caput",2008-09-30 15:52:52,,,,Concussão ,X
3558,3547,CP,320,2008-09-30 15:52:52,,,,Condescendência criminosa,X
3555,3547,CP,"317, caput e § 2º",2008-09-30 15:52:52,,,,Corrupção passiva ,X
3552,3547,CP,315,2008-09-30 15:52:52,,,,Emprego irregular de verbas ou rendas públicas ,X
3554,3547,CP,"316, §§ 1º e 2º",2008-09-30 15:52:52,,,,Excesso de exação ,X
3562,3547,CP,324,2008-09-30 15:52:52,,,,Exercício funcional ilegalmente antecipado ou prolongado ,X
3551,3547,CP,314,2008-09-30 15:52:52,,,,"Extravio, sonegação ou inutilização de livro ou documento ",X
3556,3547,CP,318,2008-09-30 15:52:52,,,,Facilitação de contrabando ou descaminho ,X
3596,3547,CP,313-A,2008-09-30 15:52:52,,,,Inserção de dados falsos em sistema de informações ,X
3597,3547,CP,313-B,2008-09-30 15:52:52,,,,Modificação ou alteração não autorizada de sistema de informações ,X
3548,3547,CP,"art. 312, caput e § 1º",2008-09-30 15:52:52,,,,Peculato,X
3550,3547,CP,313,2008-09-30 15:52:52,,,,Peculato mediante erro de outrem,X
3557,3547,CP,319 e 319-A,2008-09-30 15:52:52,,,,Prevaricação,X
3564,3547,CP,326,2008-09-30 15:52:52,,,,Violação do sigilo de proposta de concorrência ,X
3563,3547,CP,325,2008-09-30 15:52:52,,,,Violação do sigilo funcional ,X
3560,3547,CP,322,2008-09-30 15:52:52,,,,Violência arbitrária ,X
5872,287,Lei 6.453/77,1°,2008-09-30 15:52:52,,,,Crimes Praticados por Particular Contra a Administração em Geral,X
10983,5872,Lei 9613/1998,1°,2009-05-28 00:00:00,,,,"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção",X
3574,5872,CP,334,2008-09-30 15:52:52,,,,Contrabando ou descaminho ,X
3568,5872,CP,333,2008-09-30 15:52:52,,,,Corrupção ativa ,X
3573,5872,CP,331,2008-09-30 15:52:52,,,,Desacato ,X
3572,5872,CP,330,2008-09-30 15:52:52,,,,Desobediência ,X
3569,5872,CP,335,2008-09-30 15:52:52,,,,"Impedimento, perturbação ou fraude de concorrência",X
3570,5872,CP,336,2008-09-30 15:52:52,,,,Inutilização de edital ou de sinal ,X
3566,5872,CP,art. 329,2008-09-30 15:52:52,,,,Resistência ,X
3598,5872,CP e Lei 8.212/91,337-A,2008-09-30 15:52:52,,,,Sonegação de contribuição previdenciária ,X
3571,5872,CP,"337, caput",2008-09-30 15:52:52,,,,Subtração ou inutilização de livro ou documento ,X
3567,5872,CP,332,2008-09-30 15:52:52,,,,Tráfico de influência ,X
3565,5872,CP,art 328,2008-09-30 15:52:52,,,,Usurpação de função pública ,X
5873,287,CP,arts. 337-B a 337-D,2008-09-30 15:52:52,,,,Crimes Praticados por Particular Contra a Administração Pública Estrangeira,X
10984,5873,Lei 9.613/1998,1°,2009-05-28 00:00:00,,,,"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção",X
5876,5873,CP,337-B,2008-09-30 15:52:52,,,,Corrupção Ativa em Transação Comercial Internacional,X
5877,5873,CP,337-C,2008-09-30 15:52:52,,,,Tráfico de Influência em Transação Comercial Internacional,X
3603,287,,,2008-09-30 15:52:52,,,,Crimes Previstos na Legislação Extravagante,X
5893,3603,Lei 5478/68,22,2008-09-30 15:52:52,,,,Crime Contra a Administração da Justiça - Lei da Ação de Alimentos ,X
3655,3603,LC 105/01,Art. 10º,2008-09-30 15:52:52,,,,Crime de Quebra de Sigilo Financeiro,X
3651,3603,Lei 4.947/66,Art. 19 e 20,2008-09-30 15:52:52,,,,Crimes Agrários,X
3605,3603,Lei 1.521/51,art. 2º,2008-09-30 15:52:52,,,,Crimes contra a Economia Popular,X
3615,3603,Lei 8.137/90 e Lei 8.176/91,Art. 4º ao 6 e arts. 1º e 2º,2008-09-30 15:52:52,,,,Crimes contra a Ordem Econômica,X
3614,3603,Lei 8.137,Arts. 1º a 2º,2008-09-30 15:52:52,,,,Crimes contra a Ordem Tributária,X
10985,3603,Lei 8.137/1990,3° e 12,2009-05-28 00:00:00,,,,Crimes contra a Ordem Tributária praticado por Funcionário Público,X
3438,3603,Lei 9.279-96,,2008-09-30 15:52:52,,,,Crimes contra a Propriedade Industrial,X
5881,3438,Lei 9.279/96,Art 191,2008-09-30 15:52:52,,,,"Crimes Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda ",X
5880,3438,Lei 9.279/96,Art 189 a 190,2008-09-30 15:52:52,,,,Crimes contra as Marcas,X
5882,3438,Lei 9.279/96,Arts. 192 a 194,2008-09-30 15:52:52,,,,Crimes contra Indicações Geeográficas e Demais Indicações,X
5879,3438,Lei 9.279/96,art 187 a 188,2008-09-30 15:52:52,,,,Crimes contra os Desenhos Industriais,X
5878,3438,Lei 9.279/96,art. 183 a 186,2008-09-30 15:52:52,,,,Crimes contra Patente de Invenção,X
5883,3438,Lei 9.279/96,Art. 195,2008-09-30 15:52:52,,,,Crimes de Concorrência Desleal,X
3611,3603,Lei 7.170/83,Arts. 8º a 29,2008-09-30 15:52:52,2022-07-01 14:29:34,,,"Crimes contra a Segurança Nacional, a Ordem Política e Social",X
3616,3603,Lei 8.137/90 e Lei 8.078/90,Art. 7º e arts.61 a 80,2008-09-30 15:52:52,,,,Crimes contra as Relações de Consumo,X
3629,3603,Lei 9.472/97,Art. 183,2008-09-30 15:52:52,,,,Crimes contra as Telecomunicações,X
3618,3603,Lei 9.605/98,Arts. 29 a 69A,2008-09-30 15:52:52,,,,Crimes contra o Meio Ambiente e o Patrimônio Genético,X
3622,3618,Lei 9.605/1998 e Lei 7.802/1989,56 (Lei 9.605/1998); 15 (Lei 7.802/1989),2008-09-30 15:52:52,,,,Agrotóxicos ,X
3623,3618,Lei 6.453/1977,20 a 27,2008-09-30 15:52:52,,,,Atividades Nucleares ,X
14805,3623,Lei 6.453/1977,23,2021-09-29 00:00:00,,,,Atos Contra a Segurança por Violação de Sigilo,X
14804,3623,Lei 6.453/1977,21 e 26,2021-09-29 00:00:00,,,,Outros Atos que Potencialmente Causam Poluição ou Degradação por Radiação,X
14803,3623,Lei 6.453/1977,"20, 22, 24 e 25",2021-09-29 00:00:00,,,,Tráfico de Material Nuclear,X
3624,3618,Lei 6.453/77,art. 29,2008-09-30 15:52:52,2021-09-29 11:24:23,,,Caça ,X
10516,3618,Lei nº 11.105/2005,Art. 26,2008-09-30 15:52:52,2021-09-29 11:32:59,,,Clonagem Humana - Biossegurança,X
10986,3618,Lei 9.605/1998,66 a 69-A,2009-05-28 00:00:00,,,,Crime contra a administração ambiental,X
14800,10986,Lei 9.605/1998,66 e 67,2021-09-29 00:00:00,,,,Ato ou Omissão Praticado por Funcionário Público em Abuso de Função,X
14801,10986,Lei 9.605/1998,69,2021-09-29 00:00:00,,,,Atos Contrários à Fiscalização e ao Sistema de Aplicação da Lei,X
14802,10986,Lei 9.605/1998,69-A,2021-09-29 00:00:00,,,,Falsidade,X
3619,3618,Lei 9.605/1998 e Lei 7.643/1987,29 a 37 (Lei 9.605/1998); 1º (Lei 7.643/1987),2008-09-30 15:52:52,,,,Crimes contra a Fauna,X
14779,3619,Lei 9.605/1998,"29, caput e § 1º, I e II",2021-09-28 00:00:00,,,,Caça Ilegal e Condutas Equiparadas,X
14780,3619,Lei 9605/1998,"29, §1º, III e 30",2021-09-28 00:00:00,,,,"Comércio, Posse ou Tráfico Proveniente de Caça Ilegal",X
14785,3619,Lei 9605/1998,"Art. 34, parágrafo único, III",2021-09-28 00:00:00,,,,"Comércio, Posse ou Tráfico Proveniente de Pesca Ilegal",X
14783,3619,Lei 9605/1998,"33, caput e parágrafo único, I, II e III",2021-09-28 00:00:00,,,,"Fauna Aquática Afetada por Traslado ou Descarte de Resíduos/Efluentes, ou Poluição ou Degradação da Água",X
14781,3619,Lei 9605/1998,31,2021-09-28 00:00:00,,,,Importação Ilegal de Espécies Proibidas ou Controladas,X
14782,3619,Lei 9605/1998,32,2021-09-28 00:00:00,,,,Maus Tratos,X
14784,3619,Lei 9605,"34, caput e parágrafo único, I e II e 35, I e II",2021-09-28 00:00:00,,,,Pesca Ilegal,X
3620,3618,Lei 9.605/98,Art. 38 a 52,2008-09-30 15:52:52,,,,Crimes contra a Flora,X
14790,3620,Lei 9605/1998,46,2021-09-28 00:00:00,,,,Comércio ou Posse Proveniente de Extração Ilegal de Madeira ,X
14792,3620,Lei 9605/1998,49,2021-09-28 00:00:00,,,,Dano à Propriedade,X
14786,3620,Lei 9605/1998,"38, caput e parágrafo único, 38-A, 40, caput e § 3º, 48, 50,",2021-09-28 00:00:00,,,,Destruição ou Degradação,X
14788,3620,Lei 9605/1998,50-A,2021-09-28 00:00:00,,,,Destruição ou Degradação Mediante Desmatamento ou Exploração Econômica,X
